"VISION_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","ƒ´∏ﬁ∂Û ¡æ«’ ∞·∞˙","¿Œº≠∆Æ NG »Æ¿Œ","∞®«’∫Œ ∞·∞˙","ƒ≥∫Ò∆º ∞·∞˙","¡¢√À∫Œ ∞∏_01","¡¢√À∫Œ ∞∏_02","¡¢√À∫Œ ∞∏_03","¡¢√À∫Œ ∞∏_04","¡¢√À∫Œ ∞∏_05","¡¢√À∫Œ ∞∏_06","¡¢√À∫Œ ∞∏_07","¡¢√À∫Œ ∞∏_08","¡¢√À∫Œ ∞∏_09","¡¢√À∫Œ ∞∏_10","¡¢√À∫Œ ∞∏_11","¡¢√À∫Œ ∞∏_12","¡¢√À∫Œ ∞∏_13","¡¢√À∫Œ ∞∏_14","¡¢√À∫Œ ∞∏_15","¡¢√À∫Œ ∞∏_16","¡¢√À∫Œ ∞∏_17","¡¢√À∫Œ ∞∏_18","¡¢√À∫Œ ∞∏_19","¡¢√À∫Œ ∞∏_20","¡¢√À∫Œ ∞∏_21","¡¢√À∫Œ ∞∏_22","¡¢√À∫Œ ∞∏_23","¡¢√À∫Œ ∞∏_24","¡¢√À∫Œ ∞∏_25","¡¢√À∫Œ ∞∏_26","¡¢√À∫Œ ∞∏_27","¡¢√À∫Œ ∞∏_28","¡¢√À∫Œ ∞∏_29","¡¢√À∫Œ ∞∏_30","¡¢√À∫Œ ∞∏_31","¡¢√À∫Œ ∞∏_32","¡¢√À∫Œ ∞∏_33","¡¢√À∫Œ ∞∏_34","¡¢√À∫Œ ∞∏_35","¡¢√À∫Œ ∞∏_36","¡¢√À∫Œ ∞∏_37","¡¢√À∫Œ ∞∏_38","¡¢√À∫Œ ∞∏_39","¡¢√À∫Œ ∞∏_40","¡¢√À∫Œ ∞∏_41","¡¢√À∫Œ ∞∏_42","¡¢√À∫Œ ∞∏_43","¡¢√À∫Œ ∞∏_44","¡¢√À∫Œ ∞∏_45","¡¢√À∫Œ ∞∏_46","¡¢√À∫Œ ∞∏_47","¡¢√À∫Œ ∞∏_48","¡¢√À∫Œ ∞∏_49","¡¢√À∫Œ ∞∏_50","¡¢√À∫Œ ∞∏_51","¡¢√À∫Œ ∞∏_52","¡¢√À∫Œ ∞∏_53","¡¢√À∫Œ ∞∏_54","¡¢√À∫Œ ∞∏_55","¡¢√À∫Œ ∞∏_56","¡¢√À∫Œ ∞∏_57","¡¢√À∫Œ ∞∏_58","¡¢√À∫Œ ∞∏_59","¡¢√À∫Œ ∞∏_60","¡¢√À∫Œ ∞∏_61","¡¢√À∫Œ ∞∏_62","¡¢√À∫Œ ∞∏_63","¡¢√À∫Œ ∞∏_64","¡¢√À∫Œ ∞∏_65","¡¢√À∫Œ ∞∏_66","¡¢√À∫Œ ∞∏_67","¡¢√À∫Œ ∞∏_68","¡¢√À∫Œ ∞∏_69","¡¢√À∫Œ ∞∏_70","¡¢√À∫Œ ∞∏_71","¡¢√À∫Œ ∞∏_72","¡¢√À∫Œ ∞∏_73","¡¢√À∫Œ ∞∏_74","¡¢√À∫Œ ∞∏_75","¡¢√À∫Œ ∞∏_76","¡¢√À∫Œ ∞∏_77","¡¢√À∫Œ ∞∏_78","≥ªø‹√¯ ∞®«’∫Œ_01","≥ªø‹√¯ ∞®«’∫Œ_02","≥ªø‹√¯ ∞®«’∫Œ_03","≥ªø‹√¯ ∞®«’∫Œ_04","≥ªø‹√¯ ∞®«’∫Œ_05","≥ªø‹√¯ ∞®«’∫Œ_06","≥ªø‹√¯ ∞®«’∫Œ_07","≥ªø‹√¯ ∞®«’∫Œ_08","≥ªø‹√¯ ∞®«’∫Œ_09","≥ªø‹√¯ ∞®«’∫Œ_10","≥ªø‹√¯ ∞®«’∫Œ_11","≥ªø‹√¯ ∞®«’∫Œ_12","≥ªø‹√¯ ∞®«’∫Œ_13","≥ªø‹√¯ ∞®«’∫Œ_14","≥ªø‹√¯ ∞®«’∫Œ_15","≥ªø‹√¯ ∞®«’∫Œ_16","≥ªø‹√¯ ∞®«’∫Œ_17","≥ªø‹√¯ ∞®«’∫Œ_18","≥ªø‹√¯ ∞®«’∫Œ_19","≥ªø‹√¯ ∞®«’∫Œ_20","≥ªø‹√¯ ∞®«’∫Œ_21","≥ªø‹√¯ ∞®«’∫Œ_22","≥ªø‹√¯ ∞®«’∫Œ_23","≥ªø‹√¯ ∞®«’∫Œ_24","≥ªø‹√¯ ∞®«’∫Œ_25","≥ªø‹√¯ ∞®«’∫Œ_26","≥ªø‹√¯ ∞®«’∫Œ_27","≥ªø‹√¯ ∞®«’∫Œ_28","≥ªø‹√¯ ∞®«’∫Œ_29","≥ªø‹√¯ ∞®«’∫Œ_30","≥ªø‹√¯ ∞®«’∫Œ_31","≥ªø‹√¯ ∞®«’∫Œ_32","≥ªø‹√¯ ∞®«’∫Œ_33","≥ªø‹√¯ ∞®«’∫Œ_34","≥ªø‹√¯ ∞®«’∫Œ_35","≥ªø‹√¯ ∞®«’∫Œ_36","≥ªø‹√¯ ∞®«’∫Œ_37","≥ªø‹√¯ ∞®«’∫Œ_38","≥ªø‹√¯ ∞®«’∫Œ_39","≥ªø‹√¯ ∞®«’∫Œ_40","≥ªø‹√¯ ∞®«’∫Œ_41","≥ªø‹√¯ ∞®«’∫Œ_42","≥ªø‹√¯ ∞®«’∫Œ_43","≥ªø‹√¯ ∞®«’∫Œ_44","≥ªø‹√¯ ∞®«’∫Œ_45","≥ªø‹√¯ ∞®«’∫Œ_46","≥ªø‹√¯ ∞®«’∫Œ_47","≥ªø‹√¯ ∞®«’∫Œ_48","≥ªø‹√¯ ∞®«’∫Œ_49","≥ªø‹√¯ ∞®«’∫Œ_50","≥ªø‹√¯ ∞®«’∫Œ_51","≥ªø‹√¯ ∞®«’∫Œ_52","≥ªø‹√¯ ∞®«’∫Œ_53","≥ªø‹√¯ ∞®«’∫Œ_54","≥ªø‹√¯ ∞®«’∫Œ_55","≥ªø‹√¯ ∞®«’∫Œ_56","≥ªø‹√¯ ∞®«’∫Œ_57","≥ªø‹√¯ ∞®«’∫Œ_58","≥ªø‹√¯ ∞®«’∫Œ_59","≥ªø‹√¯ ∞®«’∫Œ_60","≥ªø‹√¯ ∞®«’∫Œ_61","≥ªø‹√¯ ∞®«’∫Œ_62","≥ªø‹√¯ ∞®«’∫Œ_63","≥ªø‹√¯ ∞®«’∫Œ_64","≥ªø‹√¯ ∞®«’∫Œ_65","≥ªø‹√¯ ∞®«’∫Œ_66","≥ªø‹√¯ ∞®«’∫Œ_67","≥ªø‹√¯ ∞®«’∫Œ_68","≥ªø‹√¯ ∞®«’∫Œ_69","≥ªø‹√¯ ∞®«’∫Œ_70","≥ªø‹√¯ ∞®«’∫Œ_71","≥ªø‹√¯ ∞®«’∫Œ_72","≥ªø‹√¯ ∞®«’∫Œ_73","≥ªø‹√¯ ∞®«’∫Œ_74","≥ªø‹√¯ ∞®«’∫Œ_75","≥ªø‹√¯ ∞®«’∫Œ_76","≥ªø‹√¯ ∞®«’∫Œ_77","≥ªø‹√¯ ∞®«’∫Œ_78","»¶µÂ¥ŸøÓ ∞∏_01","»¶µÂ¥ŸøÓ ∞∏_02","DM60324","DM60326","DM60328","DM60330","DM60332","DM60334","DM60336","DM60338","DM60340","DM60342","DM60344","DM60346","DM60348","DM60350","DM60352","DM60354","DM60356","DM60358","DM60360","DM60362"
1981,2022/07/23,23:10:53,"C227220027      ","N227216007      ",1,1,1,230,227,225,227,221,224,232,233,227,227,227,226,226,226,227,228,221,226,231,232,227,228,230,229,228,227,228,226,222,227,231,233,230,230,231,229,229,229,228,235,238,239,232,232,238,236,234,237,236,237,235,233,238,240,231,232,236,236,234,235,236,236,237,234,239,239,231,233,238,237,235,236,237,236,236,234,239,240,1120,1118,1117,1119,1116,1117,1116,1115,1113,1113,1113,1112,1112,1113,1113,1114,1113,1113,1114,1113,1112,1113,1113,1112,1112,1113,1113,1114,1113,1114,1114,1114,1114,1114,1115,1114,1115,1117,1118,689,686,683,690,693,689,680,682,681,682,680,683,683,680,677,685,688,685,678,680,683,683,679,681,682,679,677,684,687,684,676,680,679,682,679,683,684,682,683,1007,1005,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
1982,2022/07/23,23:10:54,"C227220027      ","N227216007      ",1,1,1,232,232,228,223,231,228,229,228,229,227,221,227,231,231,228,229,228,228,230,229,229,230,222,226,234,233,229,228,231,227,230,228,229,230,225,227,233,234,229,237,235,235,237,236,237,234,238,240,231,233,237,237,234,235,236,237,237,234,239,241,232,234,237,238,236,237,238,238,237,235,239,243,231,234,238,237,235,235,1122,1121,1120,1116,1118,1116,1117,1117,1117,1117,1116,1117,1116,1116,1115,1114,1115,1114,1115,1115,1115,1117,1115,1113,1114,1113,1114,1113,1113,1111,1114,1115,1116,1117,1118,1118,1119,1119,1120,686,687,689,690,683,687,686,684,681,690,692,687,681,683,684,683,679,683,683,681,680,686,690,683,676,679,679,681,678,681,682,681,678,688,691,687,681,685,687,1005,998,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
1983,2022/07/23,23:10:54,"C227220027      ","N227216007      ",0,0,0,229,224,229,227,223,225,232,233,229,228,229,228,228,228,228,229,219,228,231,233,230,226,230,227,228,227,228,228,223,227,233,234,230,230,230,228,229,227,227,234,238,239,232,233,238,236,234,234,235,236,236,233,238,241,232,234,238,238,236,237,237,237,235,234,238,240,230,232,236,236,234,234,234,236,311,234,238,240,1121,1120,1118,1119,1117,1118,1116,1115,1114,1114,1114,1112,1114,1114,1114,1115,1116,1116,1114,1114,1114,1113,1115,1112,1114,1114,1114,1115,1115,1115,1114,1115,1115,1115,1115,1110,1118,1120,1121,690,687,682,689,692,686,679,680,682,682,679,681,682,678,677,684,688,683,676,678,679,682,678,682,682,679,677,685,689,684,677,681,680,682,682,617,685,684,686,988,990,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
1984,2022/07/23,23:10:54,"C227220027      ","N227216007      ",0,1,0,233,232,226,229,230,229,228,228,226,227,224,225,231,231,228,226,230,228,226,229,228,229,219,226,233,232,228,227,231,229,228,228,229,230,226,226,231,232,228,240,234,238,238,238,239,236,242,243,230,232,237,237,235,235,236,237,238,234,239,242,233,234,239,237,236,237,237,237,237,234,239,242,234,236,239,238,235,237,1119,1118,1118,1117,1115,1112,1112,1113,1113,1114,1112,1113,1112,1111,1111,1110,1111,1109,1108,1110,1110,1111,1109,1111,1109,1111,1111,1110,1110,1109,1109,1110,1111,1115,1114,1114,1116,1116,1118,681,685,684,685,680,684,682,678,676,686,689,684,676,678,679,679,676,678,679,675,674,681,685,679,672,675,676,678,675,677,677,675,674,683,687,683,678,682,683,1007,1003,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
1985,2022/07/23,23:10:54,"C227220027      ","N227216007      ",1,1,1,228,226,227,225,224,223,232,230,226,226,223,227,225,226,227,226,222,224,233,231,228,227,231,229,229,228,229,228,225,225,231,233,230,229,232,227,229,230,229,235,238,240,230,232,237,237,233,235,236,237,236,233,238,240,231,233,237,236,234,235,236,237,238,234,238,242,232,234,237,237,234,235,237,236,236,234,238,240,1120,1120,1117,1118,1117,1117,1116,1114,1115,1114,1113,1113,1110,1114,1113,1114,1114,1115,1114,1114,1114,1113,1114,1113,1113,1113,1114,1115,1114,1113,1114,1114,1114,1115,1116,1114,1116,1118,1118,690,687,683,693,695,689,681,683,683,683,680,682,683,681,678,685,689,685,678,681,682,683,677,681,682,679,677,684,688,683,677,679,680,682,680,683,685,682,681,1009,1004,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
1986,2022/07/23,23:10:55,"C227220027      ","N227216007      ",1,1,1,232,232,229,226,232,228,228,230,229,229,226,226,233,233,230,228,230,232,231,230,230,231,225,225,234,232,229,229,230,230,230,228,229,230,224,225,233,232,228,239,236,235,239,238,237,234,239,241,233,235,239,238,237,238,238,239,239,236,241,242,232,235,239,238,236,238,237,238,238,235,240,243,231,234,238,238,236,236,1123,1120,1119,1118,1119,1115,1115,1117,1117,1119,1117,1118,1116,1116,1116,1114,1115,1116,1116,1116,1116,1116,1116,1114,1114,1114,1114,1113,1113,1114,1115,1116,1116,1117,1117,1118,1119,1120,1120,684,686,687,687,683,686,685,681,680,688,690,686,678,680,681,681,680,680,682,679,677,685,689,683,678,679,680,681,679,681,682,681,679,687,691,688,681,685,687,1007,1002,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
1987,2022/07/23,23:10:55,"C227220027      ","N227216007      ",0,0,0,230,229,228,228,225,226,232,234,228,227,231,228,229,229,228,229,225,229,228,234,231,230,232,228,229,228,229,229,224,227,228,231,230,230,232,228,229,230,229,236,241,241,233,236,239,238,236,235,236,237,236,235,240,241,234,236,240,240,239,240,238,239,238,235,239,242,231,234,238,237,235,237,237,238,304,235,240,241,1122,1122,1121,1121,1119,1118,1117,1116,1114,1113,1114,1113,1115,1115,1114,1116,1116,1116,1116,1115,1115,1114,1116,1114,1114,1114,1115,1117,1116,1117,1116,1115,1117,1117,1119,1110,1119,1121,1122,686,682,681,688,690,685,677,678,682,681,677,681,681,677,676,683,685,680,674,676,678,680,677,680,681,679,677,684,688,684,677,680,681,682,680,617,685,683,683,983,991,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
1988,2022/07/23,23:10:55,"C227220027      ","N227216007      ",0,1,0,233,231,226,226,228,228,227,227,226,226,221,225,230,231,227,227,227,226,228,226,226,227,221,223,223,231,228,225,230,228,228,228,227,229,223,226,231,232,228,240,236,237,238,239,236,236,241,241,233,234,239,237,237,237,237,239,237,236,241,244,234,235,240,239,236,238,237,237,238,236,240,242,234,234,239,237,236,237,1119,1118,1115,1114,1111,1109,1112,1112,1112,1113,1111,1113,1112,1111,1111,1111,1109,1109,1109,1110,1110,1111,1110,1110,1111,1111,1111,1110,1110,1109,1111,1112,1111,1114,1113,1114,1115,1117,1118,681,683,684,685,680,684,683,679,677,685,687,683,677,677,678,680,675,679,678,675,673,681,685,679,673,675,675,679,675,677,678,676,674,682,688,683,677,680,683,1011,1000,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
1989,2022/07/23,23:10:56,"C227220027      ","N227216007      ",1,1,1,229,226,225,227,223,222,230,230,226,224,225,226,226,225,225,226,223,225,231,231,228,228,230,230,227,226,228,228,222,224,232,231,226,227,229,229,227,227,226,236,239,241,232,234,238,237,235,235,236,237,236,234,238,240,231,233,238,237,232,235,236,236,237,234,238,240,232,234,238,238,235,236,237,237,237,235,239,241,1120,1119,1118,1119,1117,1117,1115,1116,1114,1113,1113,1111,1113,1114,1113,1114,1113,1113,1113,1113,1113,1113,1113,1113,1112,1113,1113,1114,1113,1114,1114,1115,1113,1115,1115,1116,1117,1119,1119,689,687,683,691,693,689,680,683,684,684,681,683,684,682,680,686,691,685,679,682,683,683,681,682,683,681,679,686,690,686,678,681,683,684,681,684,687,683,683,1004,1003,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
1990,2022/07/23,23:10:56,"C227220027      ","N227216007      ",1,1,1,233,232,227,227,230,227,228,226,228,228,221,224,233,233,230,230,230,228,230,231,229,229,224,225,232,233,228,229,230,228,229,228,229,228,220,225,232,233,230,238,236,237,238,238,237,235,240,242,233,235,238,238,236,237,237,238,238,235,240,242,234,235,239,238,236,237,238,238,237,235,239,241,233,234,238,238,236,236,1122,1121,1119,1119,1118,1116,1118,1116,1117,1118,1116,1118,1116,1116,1116,1115,1116,1115,1116,1116,1117,1119,1115,1115,1114,1115,1114,1114,1115,1114,1115,1117,1116,1119,1116,1119,1119,1121,1121,683,686,687,687,684,686,686,682,681,688,690,686,679,681,682,683,680,683,684,680,680,686,691,685,678,680,682,682,679,683,684,683,681,688,693,688,682,685,686,1005,1003,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
1991,2022/07/23,23:10:56,"C227220027      ","N227216007      ",0,1,0,227,226,228,226,222,224,222,231,228,226,230,226,225,227,224,225,219,226,229,233,227,229,229,226,229,227,227,228,223,226,227,231,229,228,231,229,228,229,229,235,239,240,231,233,239,238,235,234,235,238,236,233,239,241,232,232,239,239,237,238,237,238,237,234,239,242,231,234,238,238,235,237,236,239,307,235,239,240,1121,1121,1119,1119,1118,1119,1116,1115,1114,1114,1114,1113,1113,1114,1114,1115,1114,1116,1115,1115,1115,1115,1115,1113,1114,1116,1115,1116,1115,1117,1115,1116,1116,1116,1118,1111,1118,1120,1122,691,686,682,691,692,687,679,680,683,684,678,682,684,679,678,684,688,681,677,677,681,681,678,681,682,680,678,685,689,684,678,682,682,684,680,746,686,684,684,986,990,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
1992,2022/07/23,23:10:57,"C227220027      ","N227216007      ",0,1,0,229,230,227,225,228,226,225,227,226,225,218,224,224,230,227,225,230,227,227,227,225,228,220,223,226,231,226,225,230,225,227,225,227,228,223,225,229,230,227,238,234,237,238,237,238,236,239,241,233,235,240,238,237,237,237,238,239,237,240,242,234,234,239,238,236,237,238,239,238,236,239,241,233,235,240,239,237,237,1118,1115,1115,1116,1112,1112,1111,1110,1110,1111,1111,1111,1110,1110,1109,1108,1108,1107,1108,1108,1108,1109,1107,1109,1108,1108,1109,1107,1110,1107,1109,1108,1110,1113,1113,1115,1115,1117,1118,683,686,684,685,681,683,682,679,676,684,687,681,675,675,677,678,673,676,677,674,673,679,683,678,672,674,675,677,673,677,677,675,673,682,687,683,678,681,685,1003,1003,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
1993,2022/07/23,23:10:57,"C227220027      ","N227216007      ",1,1,1,225,228,228,228,226,224,231,232,230,227,232,228,228,227,226,228,225,225,232,232,230,227,230,229,226,228,227,230,222,225,233,232,230,228,231,227,229,229,229,236,240,241,231,233,238,236,234,235,236,237,236,233,238,240,231,234,237,236,233,235,236,237,237,235,239,240,230,232,237,237,234,235,235,236,235,233,238,240,1120,1120,1118,1119,1116,1117,1115,1115,1114,1112,1114,1112,1113,1112,1113,1114,1113,1114,1114,1114,1112,1113,1114,1113,1114,1114,1113,1115,1113,1115,1115,1114,1116,1115,1116,1115,1117,1119,1119,689,683,681,689,693,688,680,681,683,683,679,684,684,681,679,685,690,686,679,680,681,682,679,682,683,680,679,687,690,686,679,683,683,686,682,687,687,684,684,1004,1005,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
1994,2022/07/23,23:10:57,"C227220027      ","N227216007      ",0,1,0,232,232,228,227,229,227,229,227,228,228,219,224,231,231,224,228,228,225,229,229,227,229,225,226,233,233,230,229,232,231,230,230,229,231,227,228,232,235,231,239,235,237,238,238,238,237,241,242,234,235,239,239,236,238,238,238,239,237,240,242,235,236,241,240,238,238,238,239,238,236,241,242,234,237,305,239,237,237,1121,1118,1119,1117,1117,1114,1117,1116,1116,1118,1115,1116,1115,1115,1115,1114,1113,1114,1115,1115,1114,1117,1116,1115,1114,1115,1113,1113,1115,1114,1115,1117,1116,1119,1118,1112,1118,1122,1121,683,686,686,685,682,686,685,681,679,688,692,684,677,680,682,681,678,681,681,679,679,685,688,683,675,678,678,680,677,681,681,680,678,686,689,624,681,683,686,1001,995,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
1995,2022/07/23,23:10:58,"C227220027      ","N227216007      ",0,1,0,226,226,224,227,220,223,231,232,228,227,230,228,228,227,227,227,225,227,221,232,230,226,230,227,227,227,227,226,222,226,232,232,230,227,232,229,231,227,228,234,239,240,232,234,238,238,234,235,235,237,236,234,239,241,232,234,240,239,238,239,238,239,238,235,240,242,232,233,238,237,235,237,237,238,303,235,240,241,1120,1120,1118,1119,1117,1116,1116,1114,1114,1113,1113,1111,1112,1113,1112,1114,1114,1115,1114,1114,1113,1112,1113,1111,1112,1113,1113,1114,1113,1114,1114,1115,1115,1114,1117,1108,1117,1119,1120,691,686,683,690,693,687,679,680,683,682,677,682,682,678,676,682,687,681,674,675,678,679,675,678,679,676,675,683,686,681,676,678,679,681,678,617,684,681,682,984,989,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
1996,2022/07/23,23:10:58,"C227220027      ","N227216007      ",0,1,0,224,231,228,227,227,228,227,227,227,228,219,223,228,230,225,227,226,226,226,225,226,226,224,224,227,232,229,227,231,228,228,227,229,229,225,222,229,231,227,237,235,238,238,238,237,235,240,241,233,235,239,238,236,236,238,239,239,236,240,243,235,234,237,238,236,237,237,239,238,236,240,242,234,235,239,238,235,235,1117,1117,1116,1114,1112,1111,1108,1110,1108,1110,1109,1109,1106,1107,1106,1106,1105,1105,1104,1105,1104,1107,1105,1105,1106,1106,1106,1105,1106,1105,1106,1108,1108,1110,1111,1111,1113,1114,1114,682,684,683,682,677,681,680,676,673,680,683,678,672,673,674,674,670,674,673,671,669,677,680,676,667,670,671,672,667,672,673,673,670,680,685,682,676,679,683,1007,1001,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
1997,2022/07/23,23:10:58,"C227220027      ","N227216007      ",1,1,1,230,229,230,228,223,223,233,234,226,227,228,226,228,227,228,228,224,226,233,232,227,229,231,230,229,228,228,229,227,227,222,233,230,228,231,228,228,228,228,236,240,243,232,234,239,238,235,237,236,237,237,235,240,241,232,233,238,238,234,236,236,237,238,234,238,240,231,233,238,237,234,236,235,236,236,233,238,239,1120,1118,1118,1118,1116,1116,1115,1115,1114,1112,1113,1111,1112,1112,1113,1114,1112,1113,1113,1113,1111,1112,1113,1112,1111,1112,1112,1114,1113,1114,1114,1114,1115,1114,1115,1115,1116,1119,1119,687,682,679,688,693,687,676,678,681,681,678,682,680,677,676,683,686,682,676,679,680,681,678,679,680,678,676,684,689,684,677,679,680,683,681,685,685,683,683,1008,1005,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
1998,2022/07/23,23:10:59,"C227220027      ","N227216007      ",0,1,0,233,233,228,228,231,229,229,228,228,229,225,228,230,233,228,229,232,231,231,227,229,231,226,227,233,231,230,228,230,229,230,228,229,230,225,227,233,233,231,236,235,236,237,237,238,235,239,241,232,233,238,236,236,236,236,238,237,235,240,242,233,233,238,239,237,236,237,238,238,235,239,242,233,236,305,239,235,237,1121,1121,1118,1116,1116,1116,1116,1115,1116,1117,1112,1115,1114,1115,1115,1112,1115,1114,1115,1114,1114,1117,1113,1114,1113,1113,1111,1111,1113,1113,1113,1115,1116,1118,1117,1109,1117,1118,1120,685,685,686,687,683,685,685,681,679,688,690,686,678,681,682,681,678,681,682,680,678,685,689,683,675,678,677,680,678,681,681,680,679,686,690,624,679,681,685,1006,1001,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
1999,2022/07/23,23:10:59,"C227220027      ","N227216007      ",0,0,0,230,227,229,229,221,227,232,232,230,228,231,228,229,228,228,229,226,226,231,233,230,229,230,229,229,227,228,228,226,227,226,234,230,230,230,227,230,229,229,235,238,245,232,234,239,238,235,236,236,238,236,234,240,241,232,234,239,239,238,238,237,238,236,235,239,242,230,236,237,237,234,236,237,238,308,235,238,240,1120,1119,1118,1118,1116,1116,1114,1114,1112,1111,1111,1109,1111,1111,1110,1112,1113,1114,1112,1113,1112,1112,1112,1109,1112,1112,1112,1114,1114,1113,1114,1115,1114,1115,1116,1109,1118,1118,1121,686,683,679,686,688,683,675,678,678,678,674,679,678,674,673,680,685,680,674,675,676,678,675,678,678,676,674,683,687,683,677,678,680,681,679,616,684,682,682,986,994,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
2000,2022/07/23,23:10:59,"C227220027      ","N227216007      ",0,1,0,232,233,228,227,230,226,228,227,226,227,223,225,226,231,227,225,227,224,226,226,227,227,221,223,232,230,229,228,230,230,228,227,228,229,225,224,231,232,227,239,234,236,238,239,238,235,241,242,232,233,238,238,236,237,238,239,238,235,240,243,233,233,239,238,237,237,237,239,238,235,241,243,233,235,240,240,238,237,1119,1117,1116,1114,1113,1112,1112,1113,1112,1113,1111,1112,1112,1111,1111,1109,1110,1108,1108,1109,1109,1110,1109,1110,1111,1110,1109,1110,1109,1110,1110,1111,1112,1113,1114,1115,1116,1118,1117,684,686,685,686,681,685,684,679,677,686,689,684,677,678,679,679,675,680,679,676,673,682,686,680,672,675,676,677,673,678,678,675,674,682,688,683,677,681,683,1010,1005,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
2001,2022/07/23,23:10:59,"C227220027      ","N227216007      ",0,0,0,231,228,228,229,226,226,233,233,229,228,230,227,228,227,226,228,226,227,232,232,228,229,232,228,229,228,227,230,227,226,231,232,229,229,230,230,227,229,228,235,238,240,231,232,237,238,235,236,236,238,237,234,237,241,230,233,237,237,234,235,236,237,237,233,240,240,231,233,237,237,235,236,236,237,312,233,238,239,1119,1118,1116,1118,1114,1115,1115,1114,1113,1112,1113,1112,1113,1111,1113,1113,1113,1114,1114,1113,1112,1112,1113,1112,1112,1114,1112,1114,1114,1114,1115,1115,1114,1114,1115,1109,1116,1118,1119,688,684,681,688,691,687,677,681,681,681,678,682,681,678,676,684,689,685,678,680,682,681,678,682,682,679,677,684,688,686,678,681,682,684,682,617,686,684,684,1008,1004,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
2002,2022/07/23,23:11:00,"C227220027      ","N227216007      ",0,0,0,230,233,229,228,230,230,229,228,228,230,225,228,232,232,229,230,231,231,230,229,230,231,226,227,233,233,229,229,232,231,231,229,230,230,226,226,233,234,230,238,235,237,238,238,238,235,240,242,232,235,239,237,236,236,237,238,239,235,239,241,231,235,239,239,236,237,237,237,237,235,240,241,232,234,310,239,237,237,1122,1121,1118,1117,1117,1116,1115,1117,1117,1118,1116,1117,1116,1115,1115,1114,1115,1115,1115,1115,1116,1115,1115,1114,1113,1114,1114,1113,1113,1113,1114,1116,1116,1117,1117,1111,1119,1120,1120,684,685,686,686,682,685,684,681,679,688,692,687,680,681,683,682,679,681,683,681,678,685,689,684,675,679,679,681,678,681,682,681,678,687,691,623,680,683,684,1003,1001,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
2003,2022/07/23,23:11:00,"C227220027      ","N227216007      ",0,0,0,230,228,228,228,224,226,232,233,230,228,232,228,229,229,228,228,226,227,233,233,230,228,230,228,228,230,228,230,226,227,231,233,231,229,231,230,230,230,229,235,239,241,232,234,238,237,235,235,236,236,235,235,240,241,233,236,238,239,238,238,237,237,237,236,239,241,231,234,237,236,234,236,237,237,308,234,239,241,1121,1121,1118,1119,1118,1118,1116,1115,1113,1114,1113,1111,1113,1113,1114,1115,1115,1115,1114,1114,1113,1113,1114,1112,1113,1114,1113,1115,1113,1115,1114,1114,1115,1115,1117,1110,1118,1121,1121,688,685,681,688,691,686,678,681,681,681,678,681,681,677,676,682,687,683,675,677,679,680,677,679,679,677,676,684,688,684,677,680,680,681,681,616,685,684,684,987,995,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
2004,2022/07/23,23:11:00,"C227220027      ","N227216007      ",0,1,0,233,233,227,225,229,226,228,227,226,226,216,222,230,231,225,227,230,228,226,227,227,227,224,225,232,231,228,228,231,230,228,227,228,228,225,227,230,232,228,238,235,236,237,238,238,234,239,240,233,234,238,237,236,236,237,238,239,236,241,241,234,235,239,238,237,238,238,239,238,235,241,244,232,234,239,238,235,236,1117,1117,1116,1114,1113,1113,1112,1113,1112,1112,1111,1112,1112,1112,1111,1110,1110,1110,1109,1110,1108,1111,1110,1109,1110,1110,1110,1110,1110,1109,1110,1111,1112,1114,1113,1115,1116,1116,1118,684,686,687,686,681,685,684,680,679,684,689,685,676,679,681,679,675,678,678,675,674,681,684,680,673,676,677,678,673,678,678,675,674,683,689,684,679,682,685,1010,1005,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
