"VISION_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","ƒ´∏ﬁ∂Û ¡æ«’ ∞·∞˙","¿Œº≠∆Æ NG »Æ¿Œ","∞®«’∫Œ ∞·∞˙","ƒ≥∫Ò∆º ∞·∞˙","¡¢√À∫Œ ∞∏_01","¡¢√À∫Œ ∞∏_02","¡¢√À∫Œ ∞∏_03","¡¢√À∫Œ ∞∏_04","¡¢√À∫Œ ∞∏_05","¡¢√À∫Œ ∞∏_06","¡¢√À∫Œ ∞∏_07","¡¢√À∫Œ ∞∏_08","¡¢√À∫Œ ∞∏_09","¡¢√À∫Œ ∞∏_10","¡¢√À∫Œ ∞∏_11","¡¢√À∫Œ ∞∏_12","¡¢√À∫Œ ∞∏_13","¡¢√À∫Œ ∞∏_14","¡¢√À∫Œ ∞∏_15","¡¢√À∫Œ ∞∏_16","¡¢√À∫Œ ∞∏_17","¡¢√À∫Œ ∞∏_18","¡¢√À∫Œ ∞∏_19","¡¢√À∫Œ ∞∏_20","¡¢√À∫Œ ∞∏_21","¡¢√À∫Œ ∞∏_22","¡¢√À∫Œ ∞∏_23","¡¢√À∫Œ ∞∏_24","¡¢√À∫Œ ∞∏_25","¡¢√À∫Œ ∞∏_26","¡¢√À∫Œ ∞∏_27","¡¢√À∫Œ ∞∏_28","¡¢√À∫Œ ∞∏_29","¡¢√À∫Œ ∞∏_30","¡¢√À∫Œ ∞∏_31","¡¢√À∫Œ ∞∏_32","¡¢√À∫Œ ∞∏_33","¡¢√À∫Œ ∞∏_34","¡¢√À∫Œ ∞∏_35","¡¢√À∫Œ ∞∏_36","¡¢√À∫Œ ∞∏_37","¡¢√À∫Œ ∞∏_38","¡¢√À∫Œ ∞∏_39","¡¢√À∫Œ ∞∏_40","¡¢√À∫Œ ∞∏_41","¡¢√À∫Œ ∞∏_42","¡¢√À∫Œ ∞∏_43","¡¢√À∫Œ ∞∏_44","¡¢√À∫Œ ∞∏_45","¡¢√À∫Œ ∞∏_46","¡¢√À∫Œ ∞∏_47","¡¢√À∫Œ ∞∏_48","¡¢√À∫Œ ∞∏_49","¡¢√À∫Œ ∞∏_50","¡¢√À∫Œ ∞∏_51","¡¢√À∫Œ ∞∏_52","¡¢√À∫Œ ∞∏_53","¡¢√À∫Œ ∞∏_54","¡¢√À∫Œ ∞∏_55","¡¢√À∫Œ ∞∏_56","¡¢√À∫Œ ∞∏_57","¡¢√À∫Œ ∞∏_58","¡¢√À∫Œ ∞∏_59","¡¢√À∫Œ ∞∏_60","¡¢√À∫Œ ∞∏_61","¡¢√À∫Œ ∞∏_62","¡¢√À∫Œ ∞∏_63","¡¢√À∫Œ ∞∏_64","¡¢√À∫Œ ∞∏_65","¡¢√À∫Œ ∞∏_66","¡¢√À∫Œ ∞∏_67","¡¢√À∫Œ ∞∏_68","¡¢√À∫Œ ∞∏_69","¡¢√À∫Œ ∞∏_70","¡¢√À∫Œ ∞∏_71","¡¢√À∫Œ ∞∏_72","¡¢√À∫Œ ∞∏_73","¡¢√À∫Œ ∞∏_74","¡¢√À∫Œ ∞∏_75","¡¢√À∫Œ ∞∏_76","¡¢√À∫Œ ∞∏_77","¡¢√À∫Œ ∞∏_78","≥ªø‹√¯ ∞®«’∫Œ_01","≥ªø‹√¯ ∞®«’∫Œ_02","≥ªø‹√¯ ∞®«’∫Œ_03","≥ªø‹√¯ ∞®«’∫Œ_04","≥ªø‹√¯ ∞®«’∫Œ_05","≥ªø‹√¯ ∞®«’∫Œ_06","≥ªø‹√¯ ∞®«’∫Œ_07","≥ªø‹√¯ ∞®«’∫Œ_08","≥ªø‹√¯ ∞®«’∫Œ_09","≥ªø‹√¯ ∞®«’∫Œ_10","≥ªø‹√¯ ∞®«’∫Œ_11","≥ªø‹√¯ ∞®«’∫Œ_12","≥ªø‹√¯ ∞®«’∫Œ_13","≥ªø‹√¯ ∞®«’∫Œ_14","≥ªø‹√¯ ∞®«’∫Œ_15","≥ªø‹√¯ ∞®«’∫Œ_16","≥ªø‹√¯ ∞®«’∫Œ_17","≥ªø‹√¯ ∞®«’∫Œ_18","≥ªø‹√¯ ∞®«’∫Œ_19","≥ªø‹√¯ ∞®«’∫Œ_20","≥ªø‹√¯ ∞®«’∫Œ_21","≥ªø‹√¯ ∞®«’∫Œ_22","≥ªø‹√¯ ∞®«’∫Œ_23","≥ªø‹√¯ ∞®«’∫Œ_24","≥ªø‹√¯ ∞®«’∫Œ_25","≥ªø‹√¯ ∞®«’∫Œ_26","≥ªø‹√¯ ∞®«’∫Œ_27","≥ªø‹√¯ ∞®«’∫Œ_28","≥ªø‹√¯ ∞®«’∫Œ_29","≥ªø‹√¯ ∞®«’∫Œ_30","≥ªø‹√¯ ∞®«’∫Œ_31","≥ªø‹√¯ ∞®«’∫Œ_32","≥ªø‹√¯ ∞®«’∫Œ_33","≥ªø‹√¯ ∞®«’∫Œ_34","≥ªø‹√¯ ∞®«’∫Œ_35","≥ªø‹√¯ ∞®«’∫Œ_36","≥ªø‹√¯ ∞®«’∫Œ_37","≥ªø‹√¯ ∞®«’∫Œ_38","≥ªø‹√¯ ∞®«’∫Œ_39","≥ªø‹√¯ ∞®«’∫Œ_40","≥ªø‹√¯ ∞®«’∫Œ_41","≥ªø‹√¯ ∞®«’∫Œ_42","≥ªø‹√¯ ∞®«’∫Œ_43","≥ªø‹√¯ ∞®«’∫Œ_44","≥ªø‹√¯ ∞®«’∫Œ_45","≥ªø‹√¯ ∞®«’∫Œ_46","≥ªø‹√¯ ∞®«’∫Œ_47","≥ªø‹√¯ ∞®«’∫Œ_48","≥ªø‹√¯ ∞®«’∫Œ_49","≥ªø‹√¯ ∞®«’∫Œ_50","≥ªø‹√¯ ∞®«’∫Œ_51","≥ªø‹√¯ ∞®«’∫Œ_52","≥ªø‹√¯ ∞®«’∫Œ_53","≥ªø‹√¯ ∞®«’∫Œ_54","≥ªø‹√¯ ∞®«’∫Œ_55","≥ªø‹√¯ ∞®«’∫Œ_56","≥ªø‹√¯ ∞®«’∫Œ_57","≥ªø‹√¯ ∞®«’∫Œ_58","≥ªø‹√¯ ∞®«’∫Œ_59","≥ªø‹√¯ ∞®«’∫Œ_60","≥ªø‹√¯ ∞®«’∫Œ_61","≥ªø‹√¯ ∞®«’∫Œ_62","≥ªø‹√¯ ∞®«’∫Œ_63","≥ªø‹√¯ ∞®«’∫Œ_64","≥ªø‹√¯ ∞®«’∫Œ_65","≥ªø‹√¯ ∞®«’∫Œ_66","≥ªø‹√¯ ∞®«’∫Œ_67","≥ªø‹√¯ ∞®«’∫Œ_68","≥ªø‹√¯ ∞®«’∫Œ_69","≥ªø‹√¯ ∞®«’∫Œ_70","≥ªø‹√¯ ∞®«’∫Œ_71","≥ªø‹√¯ ∞®«’∫Œ_72","≥ªø‹√¯ ∞®«’∫Œ_73","≥ªø‹√¯ ∞®«’∫Œ_74","≥ªø‹√¯ ∞®«’∫Œ_75","≥ªø‹√¯ ∞®«’∫Œ_76","≥ªø‹√¯ ∞®«’∫Œ_77","≥ªø‹√¯ ∞®«’∫Œ_78","»¶µÂ¥ŸøÓ ∞∏_01","»¶µÂ¥ŸøÓ ∞∏_02","DM60324","DM60326","DM60328","DM60330","DM60332","DM60334","DM60336","DM60338","DM60340","DM60342","DM60344","DM60346","DM60348","DM60350","DM60352","DM60354","DM60356","DM60358","DM60360","DM60362"
196,2022/07/23,09:52:50,"C227230020      ","N227226025      ",1,1,1,252,252,252,251,251,252,259,259,260,260,260,259,251,251,251,251,250,251,258,258,258,258,258,258,251,251,250,251,251,251,248,249,245,246,242,243,237,240,237,265,264,264,256,252,253,252,252,253,260,261,259,262,259,260,253,249,251,251,251,250,259,260,259,261,258,260,252,251,251,251,250,251,260,261,259,262,261,260,1140,1140,1140,1138,1139,1136,1137,1136,1134,1135,1134,1133,1132,1131,1131,1130,1130,1128,1130,1129,1128,1129,1130,1129,1128,1128,1129,1128,1129,1128,1129,1130,1130,1132,1132,1133,1133,1135,1137,655,656,656,662,670,669,668,669,667,658,658,660,654,658,656,663,665,664,662,662,664,654,654,654,652,654,652,660,659,659,660,660,659,649,648,653,649,653,654,1002,999,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
197,2022/07/23,09:52:50,"C227230020      ","N227226025      ",1,1,1,259,258,260,258,258,257,249,251,250,249,249,250,257,258,258,258,258,257,251,250,250,250,250,251,258,258,256,257,253,252,247,249,245,245,242,243,239,241,237,255,258,253,261,263,261,263,261,262,253,250,252,251,251,250,258,262,259,261,259,261,253,251,253,252,252,251,258,260,258,261,259,259,253,250,251,252,252,250,1141,1139,1138,1138,1137,1136,1133,1133,1133,1132,1132,1131,1133,1132,1131,1132,1132,1132,1130,1130,1132,1131,1131,1129,1131,1130,1129,1132,1132,1131,1130,1131,1132,1131,1133,1132,1134,1136,1136,663,660,664,655,659,660,657,660,657,665,667,666,665,665,666,658,653,658,653,657,654,662,664,660,661,661,661,656,654,656,651,655,652,660,661,661,660,660,661,1000,1000,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
198,2022/07/23,09:52:51,"C227230020      ","N227226025      ",1,1,1,252,252,252,252,251,252,258,258,259,257,257,257,250,251,250,251,250,251,258,259,260,258,259,258,251,250,251,253,252,253,253,254,250,251,247,248,242,243,240,265,262,264,255,252,252,253,252,252,258,259,259,260,256,259,250,250,251,250,250,251,258,260,261,261,258,260,250,249,250,251,250,251,260,260,259,260,259,260,1138,1139,1137,1135,1134,1133,1134,1133,1131,1132,1132,1132,1130,1129,1130,1130,1131,1130,1132,1132,1132,1131,1132,1131,1130,1131,1131,1129,1131,1131,1133,1132,1133,1135,1134,1135,1134,1136,1137,652,657,650,660,666,665,663,664,663,657,657,656,655,657,655,663,664,663,664,663,662,655,652,651,651,654,650,660,660,660,660,659,659,651,650,652,654,655,656,998,1004,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
199,2022/07/23,09:52:51,"C227230020      ","N227226025      ",0,0,0,259,257,258,258,258,257,250,249,249,249,249,250,257,257,258,257,257,257,249,249,249,250,249,250,258,256,254,255,251,251,246,248,245,246,243,244,241,241,239,252,252,252,258,260,259,261,259,261,254,250,250,250,251,251,257,259,257,259,256,258,249,247,250,249,249,249,257,259,258,261,258,259,252,251,-2147483648,251,252,251,1138,1135,1134,1132,1133,1132,1130,1131,1132,1131,1129,1128,1130,1129,1128,1130,1129,1130,1127,1129,1129,1128,1129,1128,1129,1128,1128,1129,1129,1130,1129,1131,1131,1132,1133,-2147483648,1135,1135,1136,665,664,664,656,660,661,659,662,657,665,668,666,667,666,665,659,657,660,657,660,658,665,667,664,665,663,663,655,653,656,651,655,652,661,661,605,660,660,660,979,995,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
200,2022/07/23,09:52:51,"C227230020      ","N227226025      ",1,1,1,251,251,251,251,250,251,258,258,259,257,258,257,251,251,250,250,250,250,258,257,258,258,258,257,250,250,250,250,250,252,249,250,246,247,243,243,239,240,237,261,259,260,249,247,251,250,248,249,258,258,256,259,256,258,250,248,250,251,249,251,255,257,256,258,256,257,250,247,248,248,250,249,255,259,256,259,257,258,1140,1139,1138,1136,1137,1135,1136,1134,1132,1133,1132,1133,1131,1131,1130,1130,1132,1128,1130,1129,1129,1129,1129,1129,1128,1127,1129,1128,1128,1127,1129,1129,1130,1131,1132,1133,1133,1134,1137,660,661,660,667,673,669,670,670,667,660,661,661,658,661,656,666,668,664,662,664,662,657,657,657,655,656,654,661,663,662,661,660,662,655,652,655,653,657,656,1001,997,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
201,2022/07/23,09:52:52,"C227230020      ","N227226025      ",1,1,1,260,259,260,259,259,258,251,251,251,251,250,251,258,257,258,258,258,257,250,251,250,250,250,250,258,258,255,256,252,252,246,248,244,244,241,242,238,239,237,252,253,253,258,259,258,261,259,259,251,248,248,246,247,248,255,256,255,258,254,257,248,244,250,247,247,249,255,258,255,259,255,258,248,246,248,247,250,249,1140,1139,1138,1136,1135,1134,1133,1133,1132,1132,1131,1131,1133,1131,1131,1131,1131,1131,1130,1130,1131,1130,1130,1129,1131,1130,1129,1130,1131,1131,1130,1130,1131,1130,1131,1132,1133,1135,1136,667,665,663,656,661,661,660,661,661,667,669,669,670,669,668,661,661,661,659,661,660,667,669,666,667,666,664,657,657,658,655,657,656,663,665,664,665,663,663,992,1007,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
202,2022/07/23,09:52:52,"C227230020      ","N227226025      ",0,0,0,251,251,251,251,250,249,258,258,258,258,258,257,249,249,250,250,249,250,258,257,259,258,258,259,251,251,251,251,252,252,254,254,251,252,248,248,243,244,241,262,259,262,253,250,252,253,251,251,256,258,256,260,257,258,249,248,248,249,249,248,255,256,256,259,257,260,249,249,250,248,250,250,257,258,279,260,257,259,1138,1137,1137,1136,1134,1133,1135,1133,1132,1132,1132,1133,1129,1131,1131,1129,1131,1130,1132,1132,1131,1132,1133,1132,1130,1132,1132,1131,1131,1131,1132,1133,1133,1135,1135,1129,1134,1136,1137,658,657,656,663,668,665,665,665,666,659,658,659,656,659,657,664,666,665,665,663,664,656,656,655,653,655,652,660,661,660,661,659,660,652,652,609,652,656,657,999,991,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
203,2022/07/23,09:52:52,"C227230020      ","N227226025      ",1,1,1,259,257,259,258,259,258,250,250,250,249,249,250,257,256,258,257,257,257,248,248,248,248,249,249,257,256,253,254,250,250,245,246,243,243,241,242,240,240,238,253,251,251,257,259,257,259,257,260,251,250,249,248,249,251,256,258,255,258,256,258,248,247,249,249,249,249,255,258,256,259,255,257,252,250,250,248,249,251,1138,1137,1134,1134,1134,1132,1131,1131,1132,1131,1132,1129,1130,1129,1129,1129,1129,1129,1128,1129,1129,1128,1129,1127,1129,1129,1128,1130,1130,1130,1129,1129,1130,1131,1132,1132,1135,1135,1137,665,665,665,657,661,661,660,663,661,667,669,667,669,667,665,660,658,662,659,661,659,666,667,665,666,664,664,657,656,657,655,658,656,661,663,663,664,664,661,976,982,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
204,2022/07/23,09:52:53,"C227230020      ","N227226025      ",1,1,1,251,252,251,251,250,250,259,258,258,258,259,258,249,250,249,251,250,249,257,257,259,258,257,257,250,250,251,251,252,251,249,250,245,247,243,243,238,240,236,261,258,261,251,249,251,249,249,249,255,255,253,257,255,257,249,247,247,249,248,248,254,254,256,259,255,258,249,247,250,248,252,250,255,256,255,258,257,258,1139,1139,1137,1137,1138,1134,1137,1135,1133,1133,1132,1133,1130,1131,1132,1131,1131,1129,1131,1130,1129,1129,1129,1129,1129,1128,1129,1129,1129,1128,1130,1131,1131,1131,1132,1132,1132,1134,1136,660,661,656,666,671,669,671,668,667,662,662,663,660,662,660,666,668,667,666,665,664,657,658,657,654,657,654,661,662,661,662,660,660,655,655,656,654,657,658,1000,995,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
205,2022/07/23,09:52:53,"C227230020      ","N227226025      ",1,1,1,259,257,260,258,258,257,250,250,249,250,249,250,257,257,257,258,258,257,249,249,249,249,249,250,257,257,255,256,252,252,246,248,244,245,241,242,239,241,237,253,252,253,260,262,259,262,259,259,251,248,250,249,254,250,254,255,253,257,255,257,248,247,248,248,250,249,254,254,255,258,255,258,249,259,260,255,255,255,1142,1140,1138,1138,1137,1135,1134,1134,1133,1132,1133,1132,1133,1132,1132,1131,1133,1131,1131,1131,1132,1130,1131,1130,1131,1131,1130,1130,1130,1130,1129,1130,1131,1132,1133,1134,1134,1135,1135,666,665,663,656,660,661,658,661,660,668,669,668,669,664,667,661,661,661,660,661,660,666,667,666,666,664,664,658,658,657,655,657,655,663,654,653,659,657,658,993,1000,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
206,2022/07/23,09:52:53,"C227230020      ","N227226025      ",1,1,1,251,251,250,251,250,250,259,258,258,257,258,257,249,250,250,250,249,249,257,257,257,257,258,258,251,250,250,251,251,251,255,255,251,253,249,249,244,245,241,265,263,265,255,253,254,251,253,252,257,258,256,260,257,260,249,260,259,254,255,255,254,255,253,258,255,257,251,245,248,248,248,247,257,256,256,260,257,257,1139,1138,1138,1136,1136,1133,1136,1134,1134,1133,1133,1133,1131,1132,1132,1130,1132,1130,1132,1133,1132,1132,1133,1132,1130,1132,1131,1130,1131,1131,1134,1134,1133,1135,1134,1136,1135,1137,1138,657,656,653,661,666,665,666,664,665,658,657,658,656,659,655,664,653,653,659,658,658,656,656,656,653,657,654,659,665,663,661,660,661,652,652,653,657,661,662,992,1003,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
207,2022/07/23,09:52:54,"C227230020      ","N227226025      ",1,1,1,259,257,259,259,259,258,250,249,249,249,249,249,258,258,258,257,258,257,250,249,249,250,249,250,258,257,255,255,252,252,246,248,245,246,243,243,241,242,239,250,250,251,259,259,259,262,259,261,251,249,250,249,251,250,258,257,257,259,257,258,248,247,249,251,250,249,258,259,258,261,259,260,253,251,252,254,253,253,1139,1137,1136,1133,1133,1132,1131,1131,1132,1130,1130,1129,1130,1130,1129,1128,1130,1129,1128,1129,1129,1128,1129,1128,1130,1129,1129,1130,1131,1130,1130,1131,1131,1132,1132,1133,1135,1137,1137,668,667,665,655,660,660,658,660,659,666,667,665,668,665,665,656,658,659,655,659,656,665,667,664,664,663,663,655,654,655,650,654,650,659,661,659,657,660,660,978,981,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
208,2022/07/23,09:52:54,"C227230020      ","N227226025      ",1,1,1,252,252,250,251,251,251,258,258,259,258,258,256,249,249,249,249,249,249,256,257,258,257,258,257,250,250,250,251,250,251,250,250,246,248,244,245,240,241,238,259,257,258,249,246,249,247,246,248,255,258,256,259,255,257,249,246,249,247,249,247,256,257,257,258,256,257,249,248,247,248,249,249,257,259,258,260,258,259,1140,1139,1138,1138,1137,1136,1137,1136,1135,1133,1133,1134,1132,1131,1131,1130,1130,1128,1130,1130,1128,1129,1129,1130,1128,1129,1128,1128,1129,1128,1130,1130,1130,1132,1133,1134,1133,1135,1135,661,663,661,668,674,672,673,671,670,663,660,662,658,662,657,666,668,666,667,665,666,656,656,657,653,657,654,662,663,662,662,662,661,653,652,654,652,656,655,1004,997,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
209,2022/07/23,09:52:54,"C227230020      ","N227226025      ",1,1,1,259,259,260,259,259,258,250,250,250,250,250,250,258,258,259,259,259,258,250,250,251,250,253,251,259,259,257,257,253,253,248,249,246,246,242,244,240,242,239,251,251,250,258,260,256,262,257,259,247,246,249,247,246,246,254,254,252,256,253,254,245,256,257,251,251,250,251,253,252,255,252,254,245,242,245,242,246,243,1142,1140,1139,1140,1139,1138,1136,1136,1135,1133,1135,1133,1135,1134,1133,1134,1134,1133,1132,1132,1132,1131,1132,1131,1132,1131,1131,1131,1132,1132,1131,1131,1132,1132,1133,1134,1135,1136,1137,669,667,666,659,662,664,661,663,663,670,672,670,671,670,670,663,663,663,661,664,662,669,660,657,662,662,661,661,660,660,658,660,659,665,668,667,669,666,667,992,1001,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
210,2022/07/23,09:52:55,"C227230020      ","N227226025      ",1,1,1,250,250,250,249,249,250,258,258,258,257,258,257,248,249,248,249,248,250,256,257,258,257,258,258,249,251,251,251,251,251,256,256,253,254,250,249,244,245,241,264,260,264,255,254,254,252,253,251,258,262,257,260,257,260,248,260,259,255,255,256,255,256,254,258,254,257,247,248,249,247,247,245,256,256,256,258,255,258,1138,1139,1137,1136,1135,1134,1135,1135,1133,1134,1136,1134,1132,1132,1132,1130,1132,1131,1134,1133,1132,1135,1135,1134,1132,1133,1133,1132,1134,1132,1135,1135,1134,1137,1137,1138,1137,1138,1140,657,659,655,663,665,664,665,664,665,657,655,659,656,658,655,664,653,652,657,658,657,657,656,657,654,657,655,663,663,662,663,661,662,654,654,655,659,662,661,993,995,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
211,2022/07/23,09:52:55,"C227230020      ","N227226025      ",1,1,1,259,257,258,258,259,257,249,248,247,247,248,248,256,255,257,257,256,256,247,247,248,247,248,249,257,256,254,255,251,250,246,248,244,245,242,243,240,241,238,253,254,253,258,261,259,260,259,261,253,250,252,250,252,249,258,258,258,260,257,259,251,248,251,251,250,252,257,260,258,261,258,260,250,250,251,250,251,251,1139,1136,1135,1133,1133,1133,1130,1130,1131,1129,1130,1129,1130,1130,1128,1129,1130,1130,1128,1128,1128,1128,1129,1128,1130,1129,1128,1130,1131,1131,1130,1131,1132,1132,1133,1134,1135,1136,1137,665,662,663,656,658,661,659,661,657,664,669,665,667,666,666,657,658,659,657,659,656,664,667,663,664,664,662,656,654,656,653,656,654,663,664,664,663,661,662,976,980,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
212,2022/07/23,09:52:55,"C227230020      ","N227226025      ",1,1,1,251,251,251,251,250,251,259,258,260,259,259,258,250,250,249,250,249,249,258,257,259,258,258,258,250,250,250,251,250,251,248,250,246,246,243,243,239,240,237,263,260,262,253,251,255,252,252,253,258,259,258,259,258,258,251,249,252,250,251,250,256,257,258,260,258,259,250,249,252,250,251,251,257,257,257,260,258,260,1140,1139,1139,1137,1137,1135,1136,1135,1133,1133,1132,1133,1130,1131,1130,1129,1129,1128,1131,1129,1128,1128,1128,1129,1126,1128,1129,1128,1128,1128,1128,1130,1129,1131,1133,1132,1133,1135,1137,659,661,659,665,670,669,669,668,667,661,660,660,659,661,659,665,667,664,664,664,664,656,655,655,652,656,652,661,661,659,661,659,660,653,653,655,655,657,657,1001,993,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
213,2022/07/23,09:52:55,"C227230020      ","N227226025      ",1,1,1,261,260,261,259,260,258,250,251,250,250,251,251,258,258,258,259,259,258,250,251,250,251,251,251,258,258,256,257,252,252,246,248,245,245,241,242,239,240,237,255,254,254,261,261,259,262,260,261,253,251,251,250,251,252,257,259,257,260,257,259,248,248,250,250,249,251,258,259,258,262,258,259,253,251,253,253,253,254,1142,1139,1139,1137,1137,1135,1133,1135,1134,1133,1132,1132,1134,1132,1131,1132,1132,1131,1130,1130,1131,1130,1130,1130,1131,1131,1130,1131,1131,1131,1130,1131,1131,1131,1132,1132,1134,1136,1136,665,664,663,656,660,660,658,660,656,665,666,666,668,666,666,658,659,659,657,660,657,665,666,665,665,663,663,655,654,655,649,655,652,658,661,660,659,661,661,994,1006,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
214,2022/07/23,09:52:56,"C227230020      ","N227226025      ",0,0,0,252,253,252,252,252,251,260,259,259,258,259,259,251,251,251,251,252,251,259,259,260,260,261,260,253,252,252,253,252,253,255,255,252,253,248,249,243,244,241,264,262,262,254,253,253,253,253,252,259,261,259,261,260,260,251,249,249,253,255,249,257,260,258,260,259,259,252,250,250,250,251,250,259,260,-2147483648,261,259,261,1139,1138,1136,1136,1136,1134,1135,1133,1133,1132,1132,1133,1130,1131,1131,1129,1130,1129,1133,1132,1131,1132,1132,1132,1130,1130,1130,1131,1131,1130,1132,1133,1134,1134,1135,-2147483648,1135,1136,1138,655,657,651,661,666,665,665,664,665,657,654,657,651,656,654,662,664,663,659,657,662,655,652,654,651,652,651,658,659,660,660,659,660,650,650,605,651,656,654,991,991,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
215,2022/07/23,09:52:56,"C227230020      ","N227226025      ",1,1,1,260,259,259,258,258,257,250,250,249,250,249,251,258,257,259,258,257,256,251,250,251,251,250,251,258,258,254,254,251,251,245,247,243,245,242,242,239,241,238,254,254,252,259,261,258,261,258,261,249,249,249,252,252,249,258,258,258,260,256,258,250,247,250,248,249,250,257,259,258,260,258,260,251,248,251,251,252,250,1137,1134,1133,1134,1135,1134,1131,1133,1132,1130,1132,1130,1132,1130,1129,1131,1131,1130,1130,1130,1130,1129,1129,1127,1130,1129,1128,1131,1132,1131,1129,1131,1132,1133,1132,1134,1136,1137,1137,664,663,664,657,661,663,661,664,660,670,671,669,668,666,668,660,661,661,657,662,660,667,668,665,666,665,665,657,657,657,654,658,652,664,664,663,662,662,664,979,985,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
216,2022/07/23,09:52:56,"C227230020      ","N227226025      ",0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,"","?","","","","","?","","","","","Q","","","",0,0,0,0,0
