"VISION_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","ƒ´∏ﬁ∂Û ¡æ«’ ∞·∞˙","¿Œº≠∆Æ NG »Æ¿Œ","∞®«’∫Œ ∞·∞˙","ƒ≥∫Ò∆º ∞·∞˙","¡¢√À∫Œ ∞∏_01","¡¢√À∫Œ ∞∏_02","¡¢√À∫Œ ∞∏_03","¡¢√À∫Œ ∞∏_04","¡¢√À∫Œ ∞∏_05","¡¢√À∫Œ ∞∏_06","¡¢√À∫Œ ∞∏_07","¡¢√À∫Œ ∞∏_08","¡¢√À∫Œ ∞∏_09","¡¢√À∫Œ ∞∏_10","¡¢√À∫Œ ∞∏_11","¡¢√À∫Œ ∞∏_12","¡¢√À∫Œ ∞∏_13","¡¢√À∫Œ ∞∏_14","¡¢√À∫Œ ∞∏_15","¡¢√À∫Œ ∞∏_16","¡¢√À∫Œ ∞∏_17","¡¢√À∫Œ ∞∏_18","¡¢√À∫Œ ∞∏_19","¡¢√À∫Œ ∞∏_20","¡¢√À∫Œ ∞∏_21","¡¢√À∫Œ ∞∏_22","¡¢√À∫Œ ∞∏_23","¡¢√À∫Œ ∞∏_24","¡¢√À∫Œ ∞∏_25","¡¢√À∫Œ ∞∏_26","¡¢√À∫Œ ∞∏_27","¡¢√À∫Œ ∞∏_28","¡¢√À∫Œ ∞∏_29","¡¢√À∫Œ ∞∏_30","¡¢√À∫Œ ∞∏_31","¡¢√À∫Œ ∞∏_32","¡¢√À∫Œ ∞∏_33","¡¢√À∫Œ ∞∏_34","¡¢√À∫Œ ∞∏_35","¡¢√À∫Œ ∞∏_36","¡¢√À∫Œ ∞∏_37","¡¢√À∫Œ ∞∏_38","¡¢√À∫Œ ∞∏_39","¡¢√À∫Œ ∞∏_40","¡¢√À∫Œ ∞∏_41","¡¢√À∫Œ ∞∏_42","¡¢√À∫Œ ∞∏_43","¡¢√À∫Œ ∞∏_44","¡¢√À∫Œ ∞∏_45","¡¢√À∫Œ ∞∏_46","¡¢√À∫Œ ∞∏_47","¡¢√À∫Œ ∞∏_48","¡¢√À∫Œ ∞∏_49","¡¢√À∫Œ ∞∏_50","¡¢√À∫Œ ∞∏_51","¡¢√À∫Œ ∞∏_52","¡¢√À∫Œ ∞∏_53","¡¢√À∫Œ ∞∏_54","¡¢√À∫Œ ∞∏_55","¡¢√À∫Œ ∞∏_56","¡¢√À∫Œ ∞∏_57","¡¢√À∫Œ ∞∏_58","¡¢√À∫Œ ∞∏_59","¡¢√À∫Œ ∞∏_60","¡¢√À∫Œ ∞∏_61","¡¢√À∫Œ ∞∏_62","¡¢√À∫Œ ∞∏_63","¡¢√À∫Œ ∞∏_64","¡¢√À∫Œ ∞∏_65","¡¢√À∫Œ ∞∏_66","¡¢√À∫Œ ∞∏_67","¡¢√À∫Œ ∞∏_68","¡¢√À∫Œ ∞∏_69","¡¢√À∫Œ ∞∏_70","¡¢√À∫Œ ∞∏_71","¡¢√À∫Œ ∞∏_72","¡¢√À∫Œ ∞∏_73","¡¢√À∫Œ ∞∏_74","¡¢√À∫Œ ∞∏_75","¡¢√À∫Œ ∞∏_76","¡¢√À∫Œ ∞∏_77","¡¢√À∫Œ ∞∏_78","≥ªø‹√¯ ∞®«’∫Œ_01","≥ªø‹√¯ ∞®«’∫Œ_02","≥ªø‹√¯ ∞®«’∫Œ_03","≥ªø‹√¯ ∞®«’∫Œ_04","≥ªø‹√¯ ∞®«’∫Œ_05","≥ªø‹√¯ ∞®«’∫Œ_06","≥ªø‹√¯ ∞®«’∫Œ_07","≥ªø‹√¯ ∞®«’∫Œ_08","≥ªø‹√¯ ∞®«’∫Œ_09","≥ªø‹√¯ ∞®«’∫Œ_10","≥ªø‹√¯ ∞®«’∫Œ_11","≥ªø‹√¯ ∞®«’∫Œ_12","≥ªø‹√¯ ∞®«’∫Œ_13","≥ªø‹√¯ ∞®«’∫Œ_14","≥ªø‹√¯ ∞®«’∫Œ_15","≥ªø‹√¯ ∞®«’∫Œ_16","≥ªø‹√¯ ∞®«’∫Œ_17","≥ªø‹√¯ ∞®«’∫Œ_18","≥ªø‹√¯ ∞®«’∫Œ_19","≥ªø‹√¯ ∞®«’∫Œ_20","≥ªø‹√¯ ∞®«’∫Œ_21","≥ªø‹√¯ ∞®«’∫Œ_22","≥ªø‹√¯ ∞®«’∫Œ_23","≥ªø‹√¯ ∞®«’∫Œ_24","≥ªø‹√¯ ∞®«’∫Œ_25","≥ªø‹√¯ ∞®«’∫Œ_26","≥ªø‹√¯ ∞®«’∫Œ_27","≥ªø‹√¯ ∞®«’∫Œ_28","≥ªø‹√¯ ∞®«’∫Œ_29","≥ªø‹√¯ ∞®«’∫Œ_30","≥ªø‹√¯ ∞®«’∫Œ_31","≥ªø‹√¯ ∞®«’∫Œ_32","≥ªø‹√¯ ∞®«’∫Œ_33","≥ªø‹√¯ ∞®«’∫Œ_34","≥ªø‹√¯ ∞®«’∫Œ_35","≥ªø‹√¯ ∞®«’∫Œ_36","≥ªø‹√¯ ∞®«’∫Œ_37","≥ªø‹√¯ ∞®«’∫Œ_38","≥ªø‹√¯ ∞®«’∫Œ_39","≥ªø‹√¯ ∞®«’∫Œ_40","≥ªø‹√¯ ∞®«’∫Œ_41","≥ªø‹√¯ ∞®«’∫Œ_42","≥ªø‹√¯ ∞®«’∫Œ_43","≥ªø‹√¯ ∞®«’∫Œ_44","≥ªø‹√¯ ∞®«’∫Œ_45","≥ªø‹√¯ ∞®«’∫Œ_46","≥ªø‹√¯ ∞®«’∫Œ_47","≥ªø‹√¯ ∞®«’∫Œ_48","≥ªø‹√¯ ∞®«’∫Œ_49","≥ªø‹√¯ ∞®«’∫Œ_50","≥ªø‹√¯ ∞®«’∫Œ_51","≥ªø‹√¯ ∞®«’∫Œ_52","≥ªø‹√¯ ∞®«’∫Œ_53","≥ªø‹√¯ ∞®«’∫Œ_54","≥ªø‹√¯ ∞®«’∫Œ_55","≥ªø‹√¯ ∞®«’∫Œ_56","≥ªø‹√¯ ∞®«’∫Œ_57","≥ªø‹√¯ ∞®«’∫Œ_58","≥ªø‹√¯ ∞®«’∫Œ_59","≥ªø‹√¯ ∞®«’∫Œ_60","≥ªø‹√¯ ∞®«’∫Œ_61","≥ªø‹√¯ ∞®«’∫Œ_62","≥ªø‹√¯ ∞®«’∫Œ_63","≥ªø‹√¯ ∞®«’∫Œ_64","≥ªø‹√¯ ∞®«’∫Œ_65","≥ªø‹√¯ ∞®«’∫Œ_66","≥ªø‹√¯ ∞®«’∫Œ_67","≥ªø‹√¯ ∞®«’∫Œ_68","≥ªø‹√¯ ∞®«’∫Œ_69","≥ªø‹√¯ ∞®«’∫Œ_70","≥ªø‹√¯ ∞®«’∫Œ_71","≥ªø‹√¯ ∞®«’∫Œ_72","≥ªø‹√¯ ∞®«’∫Œ_73","≥ªø‹√¯ ∞®«’∫Œ_74","≥ªø‹√¯ ∞®«’∫Œ_75","≥ªø‹√¯ ∞®«’∫Œ_76","≥ªø‹√¯ ∞®«’∫Œ_77","≥ªø‹√¯ ∞®«’∫Œ_78","»¶µÂ¥ŸøÓ ∞∏_01","»¶µÂ¥ŸøÓ ∞∏_02","DM60324","DM60326","DM60328","DM60330","DM60332","DM60334","DM60336","DM60338","DM60340","DM60342","DM60344","DM60346","DM60348","DM60350","DM60352","DM60354","DM60356","DM60358","DM60360","DM60362"
787,2022/07/22,18:37:34,"C227220031      ","N227204016      ",1,1,1,230,246,238,224,230,226,230,230,226,222,226,233,226,239,235,229,230,226,230,224,229,224,223,233,229,242,238,228,233,228,229,231,231,223,227,233,232,232,228,251,251,252,251,252,252,250,256,241,234,232,238,239,238,239,240,248,248,245,251,250,246,245,250,254,254,254,254,254,252,253,256,260,255,253,257,257,257,257,1125,1124,1124,1125,1123,1123,1122,1123,1121,1122,1121,1121,1120,1120,1118,1118,1119,1120,1119,1119,1117,1119,1120,1117,1120,1119,1118,1118,1118,1117,1118,1120,1120,1121,1120,1120,1119,1120,1120,665,664,667,670,666,669,668,662,677,684,689,684,680,679,678,676,668,671,668,666,664,673,676,668,662,661,659,663,659,665,661,656,655,664,667,666,657,655,662,996,995,1,"","4","","","","","E","","","","","B","","","",0,0,0,0,0
788,2022/07/22,18:37:35,"C227220031      ","N227204016      ",0,0,0,239,237,223,218,223,232,230,243,229,226,229,222,227,225,225,222,222,230,231,241,231,221,226,224,226,224,228,225,227,232,230,240,238,229,235,225,234,227,228,251,253,249,247,247,251,251,251,250,247,249,250,248,253,256,246,249,253,254,250,253,251,253,252,251,254,257,247,248,252,254,254,257,254,257,303,254,259,260,1117,1117,1115,1117,1116,1116,1114,1114,1112,1112,1111,1111,1110,1111,1110,1111,1112,1111,1111,1110,1110,1109,1110,1110,1110,1111,1111,1113,1113,1113,1111,1112,1113,1113,1114,1105,1114,1115,1114,658,657,659,670,673,663,660,658,665,672,665,671,668,663,662,671,666,659,655,655,652,661,653,659,655,655,655,666,668,662,656,650,651,656,653,746,655,653,652,997,1000,1,"","4","","","","","F","","","","","P","","","",0,0,0,0,0
789,2022/07/22,18:37:35,"C227220031      ","N227204016      ",0,0,0,234,233,230,228,230,226,230,228,229,225,229,236,230,245,240,233,238,231,236,232,231,231,231,233,234,242,238,236,237,233,236,236,227,227,231,235,232,233,229,237,236,236,235,237,237,235,240,243,228,231,234,235,233,235,233,250,250,247,252,257,245,246,248,249,248,251,249,252,253,251,248,251,242,246,314,251,249,253,1119,1118,1117,1117,1116,1114,1115,1117,1116,1118,1117,1117,1116,1116,1115,1115,1117,1115,1116,1117,1117,1118,1117,1117,1117,1117,1116,1117,1118,1118,1118,1119,1119,1119,1120,1113,1120,1119,1119,682,684,688,689,684,688,686,682,673,686,685,681,680,681,680,680,665,668,665,661,661,671,676,674,666,666,664,669,664,668,664,666,668,675,679,615,662,662,663,992,998,1,"","4","","","","","G","","","","","P","","","",0,0,0,0,0
790,2022/07/22,18:37:35,"C227220031      ","N227204016      ",0,0,0,236,235,235,233,229,230,238,237,240,237,238,236,239,236,230,236,234,238,239,247,240,240,239,232,238,236,234,235,233,237,235,240,239,229,230,230,231,227,229,247,251,254,247,247,251,251,251,249,249,251,252,251,255,258,249,247,252,252,251,254,252,254,248,246,250,256,246,245,251,254,238,241,240,243,313,242,247,255,1125,1125,1126,1126,1125,1126,1124,1125,1123,1123,1124,1123,1123,1123,1124,1124,1124,1123,1123,1123,1123,1123,1122,1122,1123,1123,1123,1125,1124,1125,1125,1123,1124,1125,1125,1118,1125,1126,1126,677,676,671,682,686,682,669,671,671,671,667,671,667,662,660,670,677,670,667,665,664,667,662,673,670,667,663,672,680,672,661,677,678,681,677,619,678,674,668,1006,999,1,"","4","","","","","H","","","","","P","","","",0,0,0,0,0
791,2022/07/22,18:37:36,"C227220031      ","N227204016      ",1,1,1,244,245,241,236,241,238,238,239,235,234,238,237,237,244,240,236,232,230,231,230,231,230,229,238,243,244,242,238,243,238,237,239,241,238,233,235,237,238,236,240,238,239,238,240,239,238,242,253,250,246,253,254,251,253,250,248,251,246,250,249,247,246,246,245,243,246,245,248,249,245,253,251,248,244,253,256,252,253,1125,1125,1124,1124,1125,1121,1121,1123,1123,1124,1122,1123,1121,1122,1122,1122,1121,1120,1121,1121,1121,1122,1122,1122,1122,1122,1122,1123,1122,1122,1122,1124,1124,1125,1124,1124,1124,1126,1125,675,677,678,683,677,679,678,675,657,667,673,668,663,664,663,668,675,677,677,675,669,680,687,674,669,669,669,673,666,673,672,663,661,672,685,674,664,669,672,996,995,1,"","4","","","","","A","","","","","P","","","",0,0,0,0,0
792,2022/07/22,18:37:36,"C227220031      ","N227204016      ",0,0,0,236,236,237,233,232,229,235,238,235,234,237,233,234,235,234,229,228,230,232,237,233,235,237,234,235,235,233,229,233,235,234,240,235,235,237,236,237,234,235,249,253,255,248,247,253,250,249,246,246,249,251,247,252,257,246,241,249,250,247,249,247,248,253,250,255,260,249,249,254,255,252,256,254,254,313,257,260,263,1124,1124,1125,1126,1125,1124,1123,1124,1124,1123,1123,1122,1123,1124,1123,1125,1123,1124,1123,1123,1124,1123,1123,1123,1124,1124,1125,1127,1126,1126,1125,1127,1126,1125,1127,1117,1127,1126,1126,672,668,665,677,681,678,670,671,675,678,670,675,674,669,666,680,685,680,670,673,675,677,671,672,671,666,662,676,677,675,663,669,669,672,670,747,666,666,661,1008,990,1,"","4","","","","","B","","","","","P","","","",0,0,0,0,0
793,2022/07/22,18:37:36,"C227220031      ","N227204016      ",1,1,1,227,243,239,238,241,238,239,238,238,234,234,233,237,241,237,237,237,234,235,234,234,231,234,226,231,233,228,228,231,227,228,229,231,229,227,228,228,230,225,251,250,251,250,252,253,252,255,255,244,243,249,248,245,248,245,253,253,251,256,258,247,247,238,239,237,239,237,238,241,239,250,253,242,245,249,251,248,249,1120,1121,1121,1119,1121,1119,1120,1118,1120,1119,1118,1119,1118,1118,1117,1116,1118,1116,1116,1118,1117,1118,1117,1116,1115,1116,1114,1115,1115,1115,1114,1115,1116,1117,1117,1117,1116,1117,1116,662,664,663,666,666,665,663,660,662,672,676,670,668,672,669,670,663,663,662,659,657,668,670,688,679,681,681,685,681,683,681,671,669,680,682,679,668,671,673,1001,998,1,"","4","","","","","C","","","","","P","","","",0,0,0,0,0
794,2022/07/22,18:37:36,"C227220031      ","N227204016      ",1,1,1,227,228,224,220,233,233,231,240,226,221,222,220,221,219,224,220,227,232,227,238,237,227,228,222,223,222,225,223,224,232,230,243,238,226,228,223,224,224,227,255,260,263,251,250,255,254,251,256,255,257,259,255,259,262,252,250,254,255,251,254,251,251,252,248,254,258,246,246,252,255,248,249,247,252,255,249,256,260,1118,1119,1118,1119,1120,1118,1117,1117,1115,1117,1116,1115,1116,1116,1115,1118,1117,1117,1117,1116,1116,1115,1115,1115,1115,1115,1116,1118,1116,1116,1116,1115,1115,1114,1116,1116,1115,1116,1116,658,656,649,666,670,663,659,661,657,666,659,660,661,658,653,670,670,664,661,661,658,665,662,666,665,660,658,675,671,664,659,660,660,665,661,662,663,657,653,992,979,1,"","4","","","","","D","","","","","O","","","",0,0,0,0,0
795,2022/07/22,18:37:37,"C227220031      ","N227204016      ",1,1,1,234,245,239,224,231,230,230,230,226,226,230,231,225,238,232,225,231,226,226,227,227,222,228,233,229,243,237,225,239,225,230,232,232,224,224,232,230,234,229,248,249,250,247,250,251,248,253,240,233,233,237,238,237,239,239,247,248,244,249,249,243,245,251,252,252,253,254,254,252,252,254,258,254,255,257,259,258,256,1123,1124,1124,1122,1123,1123,1122,1120,1120,1121,1120,1121,1120,1120,1118,1118,1119,1119,1118,1118,1118,1118,1119,1119,1117,1118,1119,1118,1118,1116,1117,1118,1119,1121,1120,1120,1119,1120,1119,667,666,666,671,668,669,668,662,677,684,690,685,679,680,679,677,667,671,669,666,664,674,675,667,660,660,660,663,658,665,663,657,655,666,669,666,656,655,661,1000,992,1,"","4","","","","","E","","","","","P","","","",0,0,0,0,0
796,2022/07/22,18:37:37,"C227220031      ","N227204016      ",0,1,0,238,231,220,219,221,233,228,242,229,226,228,225,226,225,226,224,225,231,229,242,236,224,227,227,228,225,226,226,225,233,230,240,238,227,232,227,233,234,226,250,250,251,247,245,251,253,251,250,246,251,250,248,252,251,246,249,255,253,250,254,251,253,253,251,253,256,249,247,252,253,255,256,256,256,257,255,259,259,1118,1116,1116,1117,1116,1116,1114,1113,1112,1111,1112,1111,1110,1110,1110,1111,1112,1111,1110,1109,1109,1110,1111,1110,1111,1111,1110,1113,1113,1112,1112,1112,1112,1113,1114,1113,1115,1114,1114,659,659,660,670,674,663,658,658,666,673,664,671,668,664,663,671,665,658,655,655,653,659,652,657,654,654,654,663,667,662,655,650,651,655,651,657,654,653,652,990,1000,1,"","4","","","","","F","","","","","P","","","",0,0,0,0,0
797,2022/07/22,18:37:37,"C227220031      ","N227204016      ",0,0,0,233,233,230,228,230,227,229,228,226,230,226,237,229,245,241,234,237,231,235,236,228,228,231,233,232,241,237,235,236,233,232,236,228,229,232,235,231,234,229,238,236,237,235,238,238,236,240,243,231,234,237,237,235,236,236,251,252,251,253,256,246,245,247,249,248,250,249,252,253,251,247,250,243,245,-2147483648,251,252,254,1120,1118,1117,1116,1116,1115,1115,1116,1117,1117,1116,1116,1116,1116,1116,1116,1117,1116,1118,1118,1118,1118,1118,1117,1116,1118,1118,1118,1118,1117,1118,1119,1119,1120,1119,-2147483648,1119,1119,1118,681,683,685,689,683,687,684,681,672,682,682,677,676,678,676,677,663,668,664,662,661,671,678,675,664,665,666,670,665,668,665,668,668,676,679,617,661,659,662,993,1002,1,"","4","","","","","G","","","","","P","","","",0,0,0,0,0
798,2022/07/22,18:37:38,"C227220031      ","N227204016      ",1,1,1,236,234,235,233,228,229,237,237,242,238,238,234,238,236,234,233,235,238,237,245,241,235,241,237,240,234,233,234,235,238,238,239,238,231,232,228,229,227,229,247,251,252,247,247,251,252,251,248,248,251,251,250,254,249,249,248,253,254,252,255,252,254,247,247,251,257,247,247,254,255,240,241,240,244,244,242,248,255,1124,1125,1126,1127,1125,1126,1125,1125,1124,1123,1123,1123,1123,1122,1123,1125,1124,1124,1123,1123,1122,1123,1123,1123,1123,1124,1123,1125,1125,1125,1124,1123,1124,1124,1126,1125,1125,1127,1125,678,676,672,682,688,682,670,671,672,672,669,672,668,664,661,669,675,670,666,665,664,666,662,673,669,667,663,670,679,671,661,676,678,682,676,680,679,675,668,1005,1002,1,"","4","","","","","H","","","","","P","","","",0,0,0,0,0
799,2022/07/22,18:37:38,"C227220031      ","N227204016      ",1,1,1,227,245,242,237,239,235,239,240,234,229,236,234,233,242,239,235,232,228,230,229,230,228,227,237,232,246,241,238,242,236,239,240,238,237,235,234,238,240,236,239,236,238,237,238,238,237,241,256,251,248,253,255,252,255,251,249,252,248,252,249,244,243,244,245,241,244,244,246,244,245,253,257,246,243,252,255,251,252,1125,1125,1124,1123,1123,1122,1122,1122,1122,1124,1123,1123,1123,1123,1122,1122,1121,1120,1121,1121,1121,1122,1121,1122,1122,1122,1122,1122,1123,1122,1123,1124,1124,1125,1124,1125,1125,1126,1126,677,678,678,682,678,680,679,676,659,666,673,667,662,663,661,667,674,677,677,675,670,682,688,675,668,670,670,674,668,677,672,663,664,674,684,675,666,669,673,997,999,1,"","4","","","","","A","","","","","P","","","",0,0,0,0,0
800,2022/07/22,18:37:38,"C227220031      ","N227204016      ",0,0,0,233,236,237,230,231,228,226,236,236,229,237,233,234,232,232,229,227,229,228,236,234,234,237,234,234,231,229,225,233,233,235,239,234,233,236,232,235,234,236,249,253,256,249,248,253,252,252,247,246,250,252,248,254,258,246,242,248,249,247,247,247,248,253,251,256,261,250,251,256,256,253,256,254,255,314,257,260,263,1124,1125,1125,1127,1126,1125,1124,1125,1125,1124,1125,1124,1125,1126,1125,1125,1124,1125,1123,1124,1125,1124,1125,1124,1125,1126,1125,1127,1126,1126,1126,1127,1126,1126,1127,1119,1126,1126,1127,673,668,663,677,680,677,670,671,676,680,670,674,675,671,667,681,688,681,671,673,677,677,672,672,671,666,664,676,677,674,663,668,670,675,669,750,667,667,662,1003,993,1,"","4","","","","","B","","","","","P","","","",0,0,0,0,0
801,2022/07/22,18:37:39,"C227220031      ","N227204016      ",0,0,0,227,244,240,230,241,228,237,238,236,229,234,231,233,241,240,229,238,235,236,234,231,227,231,226,232,230,228,227,230,226,227,229,232,229,229,228,231,233,227,251,249,251,251,250,252,251,254,255,244,242,248,247,245,246,243,251,252,250,253,257,248,249,239,239,238,240,237,239,242,239,249,252,243,245,313,252,249,248,1121,1121,1122,1122,1120,1118,1120,1119,1119,1120,1119,1119,1118,1118,1117,1116,1117,1118,1117,1117,1117,1118,1118,1115,1115,1116,1114,1115,1115,1115,1115,1116,1117,1119,1118,1111,1117,1117,1117,663,664,662,666,666,666,665,661,661,673,677,672,670,671,669,671,664,664,663,661,657,668,670,687,678,682,682,686,681,683,681,671,670,680,684,624,669,671,674,1000,998,1,"","4","","","","","C","","","","","P","","","",0,0,0,0,0
802,2022/07/22,18:37:39,"C227220031      ","N227204016      ",1,1,1,221,228,224,219,229,231,225,242,227,220,222,222,221,222,226,220,228,230,225,239,235,220,228,222,223,224,225,222,230,233,229,241,226,224,225,224,225,224,226,254,258,262,251,248,254,254,251,255,254,257,257,254,258,258,253,248,255,254,251,252,250,252,251,248,253,258,246,246,252,253,246,247,247,250,255,249,255,259,1118,1119,1119,1121,1119,1119,1117,1118,1117,1116,1117,1116,1116,1116,1116,1117,1117,1115,1117,1116,1115,1114,1115,1115,1114,1115,1115,1117,1116,1116,1115,1114,1115,1115,1116,1116,1116,1116,1117,661,658,651,670,672,665,659,662,660,668,663,662,661,656,653,670,669,663,663,660,661,666,661,666,666,661,658,673,673,664,663,660,665,670,665,662,665,661,655,991,983,1,"","4","","","","","D","","","","","O","","","",0,0,0,0,0
803,2022/07/22,18:37:39,"C227220031      ","N227204016      ",1,1,1,229,244,237,222,231,221,224,221,226,221,226,232,225,239,235,221,225,226,226,223,227,221,227,233,228,241,237,224,233,224,230,231,232,225,233,231,231,234,230,248,246,248,247,250,248,248,251,239,232,233,237,237,236,238,238,246,247,245,248,250,244,243,251,252,252,253,253,254,253,252,254,258,253,255,256,259,258,256,1125,1123,1123,1123,1125,1123,1123,1122,1122,1123,1123,1121,1120,1120,1119,1119,1119,1120,1120,1120,1118,1120,1119,1120,1119,1119,1119,1119,1119,1118,1118,1119,1119,1121,1121,1121,1120,1120,1120,669,668,669,673,669,672,669,666,679,688,690,685,681,681,679,679,669,672,669,668,665,676,677,669,662,662,661,664,658,667,662,659,657,667,667,666,655,655,661,999,998,1,"","4","","","","","E","","","","","P","","","",0,0,0,0,0
804,2022/07/22,18:37:40,"C227220031      ","N227204016      ",0,0,0,232,228,222,217,222,231,234,242,228,226,227,224,225,224,225,222,222,232,230,241,237,222,224,223,226,225,227,223,228,232,228,239,237,230,236,227,236,234,229,250,254,253,247,246,252,254,253,251,247,251,250,249,253,255,247,252,254,254,251,255,251,256,253,252,254,257,247,247,252,252,255,257,255,257,303,254,259,260,1118,1117,1117,1117,1117,1117,1115,1114,1114,1112,1112,1111,1112,1112,1110,1111,1112,1112,1111,1110,1111,1110,1111,1110,1110,1111,1110,1113,1113,1114,1113,1113,1114,1113,1115,1107,1115,1115,1115,659,658,658,670,673,664,658,657,666,673,666,671,669,665,664,670,665,659,654,654,651,660,652,658,654,654,654,667,669,663,657,651,653,657,653,749,657,654,654,990,998,1,"","4","","","","","F","","","","","P","","","",0,0,0,0,0
805,2022/07/22,18:37:40,"C227220031      ","N227204016      ",1,1,1,232,235,230,229,228,228,228,228,226,225,225,234,237,244,239,233,237,224,236,235,231,232,230,233,231,240,235,234,236,230,235,228,229,228,231,235,229,234,230,237,236,236,236,237,238,236,240,244,232,232,238,238,237,236,236,251,251,250,253,258,245,246,247,250,248,250,249,251,252,251,247,251,241,244,249,251,251,253,1118,1119,1117,1116,1116,1116,1115,1116,1117,1118,1117,1118,1116,1116,1116,1115,1118,1116,1117,1117,1117,1118,1117,1117,1116,1117,1117,1117,1118,1117,1117,1119,1119,1119,1120,1121,1119,1120,1119,682,684,686,689,685,688,685,682,672,682,685,678,677,677,677,677,664,669,664,661,660,670,678,675,664,666,667,670,665,670,665,669,669,676,681,673,662,661,663,988,1002,1,"","4","","","","","G","","","","","P","","","",0,0,0,0,0
806,2022/07/22,18:37:40,"C227220031      ","N227204016      ",1,1,1,236,234,235,234,229,230,237,237,242,239,239,237,240,240,234,236,237,238,238,245,242,237,241,236,237,233,234,234,235,237,239,242,239,228,233,228,229,230,228,247,251,254,246,248,250,251,251,248,248,250,253,250,254,252,249,247,251,252,251,254,251,253,247,246,250,257,245,244,251,255,238,240,240,243,242,240,246,253,1125,1125,1125,1126,1125,1126,1124,1124,1124,1124,1124,1123,1123,1123,1124,1124,1124,1124,1123,1123,1123,1122,1121,1122,1123,1123,1124,1125,1125,1125,1124,1124,1123,1124,1125,1124,1124,1125,1125,677,675,671,682,687,681,669,670,672,672,668,671,667,663,661,669,678,669,666,665,663,667,661,673,670,668,663,673,681,672,660,677,679,682,677,683,680,674,670,1005,1001,1,"","4","","","","","H","","","","","N","","","",0,0,0,0,0
807,2022/07/22,18:37:41,"C227220031      ","N227204016      ",0,0,0,229,246,241,239,239,237,240,241,235,234,234,237,229,245,240,236,232,229,231,229,232,230,227,237,233,246,242,240,241,238,240,241,240,237,236,236,240,241,237,238,236,238,237,239,238,236,241,256,248,247,253,255,251,254,251,248,250,247,250,252,244,242,245,245,242,244,243,245,246,245,252,256,248,243,312,256,253,254,1125,1126,1125,1124,1124,1123,1122,1122,1123,1124,1124,1124,1123,1122,1122,1122,1122,1120,1121,1120,1121,1121,1121,1122,1122,1123,1123,1123,1123,1123,1123,1124,1124,1126,1125,1119,1126,1126,1127,677,679,678,683,678,681,679,675,659,668,673,667,663,663,662,666,675,677,676,676,670,680,687,675,668,670,669,674,669,674,672,664,664,673,684,624,667,669,672,994,996,1,"","4","","","","","A","","","","","P","","","",0,0,0,0,0
808,2022/07/22,18:37:41,"C227220031      ","N227204016      ",0,0,0,237,236,233,228,230,228,235,236,236,228,238,230,235,234,233,229,227,228,232,238,234,234,239,232,235,233,233,229,233,234,234,240,235,235,236,234,237,235,236,249,253,256,248,247,253,251,249,245,245,250,251,247,252,256,246,240,249,247,247,247,247,248,252,250,255,259,249,250,255,256,254,256,253,255,315,256,259,263,1126,1125,1125,1127,1125,1125,1123,1124,1124,1123,1126,1125,1125,1124,1124,1124,1124,1124,1123,1124,1123,1123,1124,1123,1124,1125,1125,1126,1126,1126,1125,1126,1126,1126,1128,1120,1126,1126,1126,671,667,662,676,680,677,669,671,676,678,671,676,675,670,667,680,687,680,672,673,675,676,670,672,670,665,662,675,677,672,662,667,669,675,669,749,667,666,662,1005,991,1,"","4","","","","","B","","","","","P","","","",0,0,0,0,0
809,2022/07/22,18:37:41,"C227220031      ","N227204016      ",0,0,0,228,244,242,234,241,237,239,238,233,228,234,233,225,242,239,232,238,234,237,236,229,230,233,226,233,232,228,227,230,227,229,228,231,230,227,228,230,231,227,252,251,253,252,252,255,252,256,255,244,244,249,248,245,246,244,252,253,250,254,258,247,248,238,239,237,239,236,239,241,239,250,251,243,244,314,251,249,247,1120,1120,1122,1121,1121,1121,1119,1119,1119,1119,1118,1119,1117,1118,1117,1115,1118,1116,1116,1115,1116,1116,1116,1114,1114,1115,1114,1114,1115,1114,1114,1116,1116,1117,1117,1110,1116,1116,1116,661,663,662,666,665,664,663,660,660,673,676,670,669,672,669,671,664,664,664,659,656,666,669,687,678,680,681,684,681,683,682,671,669,680,684,621,667,669,673,996,997,1,"","4","","","","","C","","","","","P","","","",0,0,0,0,0
810,2022/07/22,18:37:41,"C227220031      ","N227204016      ",1,1,1,231,227,225,220,233,231,235,241,232,222,224,222,222,222,227,221,232,232,226,239,236,227,228,222,223,225,225,222,231,232,230,241,235,224,224,223,226,225,227,254,258,262,250,248,253,252,251,254,253,254,258,254,258,263,252,249,254,255,251,254,252,251,251,249,253,257,246,247,252,254,249,250,248,251,255,250,257,260,1117,1118,1119,1119,1119,1118,1117,1117,1117,1116,1116,1117,1117,1116,1116,1117,1118,1117,1115,1116,1116,1115,1115,1114,1115,1115,1114,1117,1117,1116,1115,1115,1116,1115,1116,1115,1116,1116,1116,659,657,651,668,670,665,660,661,659,667,660,660,662,658,652,671,668,664,662,660,658,663,662,666,666,660,659,674,671,665,658,659,662,669,664,662,663,656,653,993,985,1,"","4","","","","","D","","","","","P","","","",0,0,0,0,0
