datatime,powerusage
2022-7-22 14:3:25,8
2022-7-22 14:3:26,11
2022-7-22 14:3:26,13
2022-7-22 14:3:26,10
2022-7-22 14:3:27,10
2022-7-22 14:3:27,16
2022-7-22 14:3:27,13
2022-7-22 14:3:28,7
2022-7-22 14:3:28,12
2022-7-22 14:3:28,9
2022-7-22 14:3:29,7
2022-7-22 14:3:29,9
2022-7-22 14:3:29,13
2022-7-22 14:3:30,13
2022-7-22 14:3:30,10
2022-7-22 14:3:30,7
2022-7-22 14:3:31,7
2022-7-22 14:3:31,14
2022-7-22 14:3:31,11
2022-7-22 14:3:32,7
2022-7-22 14:3:32,12
2022-7-22 14:3:32,11
2022-7-22 14:3:33,11
2022-7-22 14:3:33,7
2022-7-22 14:3:33,11
2022-7-22 14:3:34,11
2022-7-22 14:3:34,12
2022-7-22 14:3:35,10
2022-7-22 14:3:35,10
2022-7-22 14:3:35,10
2022-7-22 14:3:36,8
2022-7-22 14:3:36,8
2022-7-22 14:3:36,10
2022-7-22 14:3:37,12
2022-7-22 14:3:37,10
2022-7-22 14:3:37,7
2022-7-22 14:3:38,14
2022-7-22 14:3:38,11
2022-7-22 14:3:38,8
2022-7-22 14:3:39,5
2022-7-22 14:3:39,5
2022-7-22 14:3:39,11
2022-7-22 14:3:40,7
2022-7-22 14:3:40,5
2022-7-22 14:3:40,10
2022-7-22 14:3:41,10
2022-7-22 14:3:41,5
2022-7-22 14:3:41,7
2022-7-22 14:3:42,11
2022-7-22 14:3:42,10
2022-7-22 14:3:42,11
2022-7-22 14:3:43,11
2022-7-22 14:3:43,12
2022-7-22 14:3:43,9
2022-7-22 14:3:44,5
2022-7-22 14:3:44,5
2022-7-22 14:3:44,9
2022-7-22 14:3:45,9
2022-7-22 14:3:45,6
2022-7-22 14:3:45,12
2022-7-22 14:3:46,13
2022-7-22 14:3:46,7
2022-7-22 14:3:46,6
2022-7-22 14:3:47,8
2022-7-22 14:3:47,9
2022-7-22 14:3:47,9
2022-7-22 14:3:48,8
2022-7-22 14:3:48,10
2022-7-22 14:3:48,12
2022-7-22 14:3:49,8
2022-7-22 14:3:49,4
2022-7-22 14:3:49,4
2022-7-22 14:3:50,8
2022-7-22 14:3:50,6
2022-7-22 14:3:50,5
2022-7-22 14:3:51,14
2022-7-22 14:3:51,12
2022-7-22 14:3:51,7
2022-7-22 14:3:52,3
2022-7-22 14:3:52,6
2022-7-22 14:3:52,12
2022-7-22 14:3:53,7
2022-7-22 14:3:53,6
2022-7-22 14:3:53,7
2022-7-22 14:3:54,9
2022-7-22 14:3:54,8
2022-7-22 14:3:54,0
2022-7-22 14:3:55,6
2022-7-22 14:3:55,5
2022-7-22 14:3:55,6
2022-7-22 14:3:56,6
2022-7-22 14:3:56,10
2022-7-22 14:3:56,12
2022-7-22 14:3:57,3
2022-7-22 14:3:57,2
2022-7-22 14:3:57,5
2022-7-22 14:3:58,8
2022-7-22 14:3:58,9
2022-7-22 14:3:58,7
2022-7-22 14:3:59,7
2022-7-22 14:3:59,10
2022-7-22 14:3:59,9
2022-7-22 14:4:0,5
2022-7-22 14:4:0,6
2022-7-22 14:4:0,8
2022-7-22 14:4:1,7
2022-7-22 14:4:1,0
2022-7-22 14:4:1,8
2022-7-22 14:4:2,8
2022-7-22 14:4:2,7
2022-7-22 14:4:2,4
2022-7-22 14:4:3,7
2022-7-22 14:4:3,3
2022-7-22 14:4:4,11
2022-7-22 14:4:4,10
2022-7-22 14:4:4,6
2022-7-22 14:4:5,12
2022-7-22 14:4:5,2
2022-7-22 14:4:5,5
2022-7-22 14:4:6,8
2022-7-22 14:4:6,9
2022-7-22 14:4:6,7
2022-7-22 14:4:7,10
2022-7-22 14:4:7,14
2022-7-22 14:4:7,7
2022-7-22 14:4:8,4
2022-7-22 14:4:8,8
2022-7-22 14:4:8,10
2022-7-22 14:4:9,9
2022-7-22 14:4:9,8
2022-7-22 14:4:9,11
2022-7-22 14:4:10,8
2022-7-22 14:4:10,7
2022-7-22 14:4:10,4
2022-7-22 14:4:11,7
2022-7-22 14:4:11,9
2022-7-22 14:4:11,10
2022-7-22 14:4:12,7
2022-7-22 14:4:12,6
2022-7-22 14:4:12,16
2022-7-22 14:4:13,4
2022-7-22 14:4:13,5
2022-7-22 14:4:13,6
2022-7-22 14:4:14,8
2022-7-22 14:4:14,10
2022-7-22 14:4:14,5
2022-7-22 14:4:15,5
2022-7-22 14:4:15,8
2022-7-22 14:4:15,6
2022-7-22 14:4:16,5
2022-7-22 14:4:16,5
2022-7-22 14:4:16,7
2022-7-22 14:4:17,9
2022-7-22 14:4:17,6
2022-7-22 14:4:17,10
2022-7-22 14:4:18,12
2022-7-22 14:4:18,11
2022-7-22 14:4:18,3
2022-7-22 14:4:19,10
2022-7-22 14:4:19,9
2022-7-22 14:4:19,10
2022-7-22 14:4:20,10
2022-7-22 14:4:20,12
2022-7-22 14:4:20,11
2022-7-22 14:4:21,4
2022-7-22 14:4:21,5
2022-7-22 14:4:21,6
2022-7-22 14:4:22,9
2022-7-22 14:4:22,10
2022-7-22 14:4:22,7
2022-7-22 14:4:23,8
2022-7-22 14:4:23,12
2022-7-22 14:4:23,8
2022-7-22 14:4:24,2
2022-7-22 14:4:24,8
2022-7-22 14:4:24,10
2022-7-22 14:4:25,12
2022-7-22 14:4:25,8
2022-7-22 14:4:25,13
2022-7-22 14:4:26,10
2022-7-22 14:4:26,7
2022-7-22 14:4:26,7
2022-7-22 14:4:27,11
2022-7-22 14:4:27,11
2022-7-22 14:4:27,11
2022-7-22 14:4:28,8
2022-7-22 14:4:28,11
2022-7-22 14:4:28,14
2022-7-22 14:4:29,8
2022-7-22 14:4:29,5
2022-7-22 14:4:29,10
2022-7-22 14:4:30,12
2022-7-22 14:4:30,10
2022-7-22 14:4:31,11
2022-7-22 14:4:31,14
2022-7-22 14:4:31,10
2022-7-22 14:4:32,7
2022-7-22 14:4:32,9
2022-7-22 14:4:32,5
2022-7-22 14:4:33,5
2022-7-22 14:4:33,4
2022-7-22 14:4:33,7
2022-7-22 14:4:34,14
2022-7-22 14:4:34,9
2022-7-22 14:4:34,5
2022-7-22 14:4:35,9
2022-7-22 14:4:35,9
2022-7-22 14:4:35,12
2022-7-22 14:4:36,7
2022-7-22 14:4:36,11
2022-7-22 14:4:36,12
2022-7-22 14:4:37,7
2022-7-22 14:4:37,7
2022-7-22 14:4:37,9
2022-7-22 14:4:38,10
2022-7-22 14:4:38,9
2022-7-22 14:4:38,6
2022-7-22 14:4:39,11
2022-7-22 14:4:39,11
2022-7-22 14:4:39,10
2022-7-22 14:4:40,6
2022-7-22 14:4:40,4
2022-7-22 14:4:40,10
2022-7-22 14:4:41,5
2022-7-22 14:4:41,8
2022-7-22 14:4:41,11
2022-7-22 14:4:42,12
2022-7-22 14:4:42,7
2022-7-22 14:4:42,7
2022-7-22 14:4:43,7
2022-7-22 14:4:43,9
2022-7-22 14:4:43,7
2022-7-22 14:4:44,3
2022-7-22 14:4:44,10
2022-7-22 14:4:44,14
2022-7-22 14:4:45,8
2022-7-22 14:4:45,6
2022-7-22 14:4:45,8
2022-7-22 14:4:46,11
2022-7-22 14:4:46,9
2022-7-22 14:4:46,9
2022-7-22 14:4:47,14
2022-7-22 14:4:47,11
2022-7-22 14:4:47,6
2022-7-22 14:4:48,8
2022-7-22 14:4:48,8
2022-7-22 14:4:48,10
2022-7-22 14:4:49,11
2022-7-22 14:4:49,6
2022-7-22 14:4:49,12
2022-7-22 14:4:50,11
2022-7-22 14:4:50,9
2022-7-22 14:4:50,6
2022-7-22 14:4:51,12
2022-7-22 14:4:51,10
2022-7-22 14:4:52,10
2022-7-22 14:4:52,9
2022-7-22 14:4:52,14
2022-7-22 14:4:53,9
2022-7-22 14:4:53,8
2022-7-22 14:4:53,9
2022-7-22 14:4:54,12
2022-7-22 14:4:54,10
2022-7-22 14:4:54,11
2022-7-22 14:4:55,11
2022-7-22 14:4:55,6
2022-7-22 14:4:55,4
2022-7-22 14:4:56,10
2022-7-22 14:4:56,11
2022-7-22 14:4:56,8
2022-7-22 14:4:57,10
2022-7-22 14:4:57,10
2022-7-22 14:4:57,12
2022-7-22 14:4:58,6
2022-7-22 14:4:58,9
2022-7-22 14:4:58,6
2022-7-22 14:4:59,9
2022-7-22 14:4:59,8
2022-7-22 14:4:59,9
2022-7-22 14:5:0,11
2022-7-22 14:5:0,9
2022-7-22 14:5:0,4
2022-7-22 14:5:1,5
2022-7-22 14:5:1,13
2022-7-22 14:5:1,11
2022-7-22 14:5:2,11
2022-7-22 14:5:2,7
2022-7-22 14:5:2,11
2022-7-22 14:5:3,11
2022-7-22 14:5:3,5
2022-7-22 14:5:3,8
2022-7-22 14:5:4,6
2022-7-22 14:5:4,14
2022-7-22 14:5:4,10
2022-7-22 14:5:5,8
2022-7-22 14:5:5,10
2022-7-22 14:5:5,10
2022-7-22 14:5:6,4
2022-7-22 14:5:6,11
2022-7-22 14:5:6,9
2022-7-22 14:5:7,12
2022-7-22 14:5:7,12
2022-7-22 14:5:7,9
2022-7-22 14:5:8,11
2022-7-22 14:5:8,11
2022-7-22 14:5:8,9
2022-7-22 14:5:9,6
2022-7-22 14:5:9,10
2022-7-22 14:5:9,11
2022-7-22 14:5:10,14
2022-7-22 14:5:10,9
2022-7-22 14:5:10,13
2022-7-22 14:5:11,13
2022-7-22 14:5:11,7
2022-7-22 14:5:11,6
2022-7-22 14:5:12,14
2022-7-22 14:5:12,11
2022-7-22 14:5:12,12
2022-7-22 14:5:13,12
2022-7-22 14:5:13,12
2022-7-22 14:5:13,12
2022-7-22 14:5:14,11
2022-7-22 14:5:14,7
2022-7-22 14:5:15,7
2022-7-22 14:5:15,15
2022-7-22 14:5:15,11
2022-7-22 14:5:15,7
2022-7-22 14:5:16,15
2022-7-22 14:5:16,12
2022-7-22 14:5:17,11
2022-7-22 14:5:17,7
2022-7-22 14:5:17,11
2022-7-22 14:5:18,12
2022-7-22 14:5:18,13
2022-7-22 14:5:18,11
2022-7-22 14:5:18,10
2022-7-22 14:5:19,17
2022-7-22 14:5:19,8
2022-7-22 14:5:19,8
2022-7-22 14:5:20,11
2022-7-22 14:5:20,15
2022-7-22 14:5:20,11
2022-7-22 14:5:21,12
2022-7-22 14:5:21,12
2022-7-22 14:5:22,14
2022-7-22 14:5:22,5
2022-7-22 14:5:22,6
2022-7-22 14:5:23,9
2022-7-22 14:5:23,9
2022-7-22 14:5:23,9
2022-7-22 14:5:24,13
2022-7-22 14:5:24,15
2022-7-22 14:5:24,8
2022-7-22 14:5:25,9
2022-7-22 14:5:25,11
2022-7-22 14:5:25,10
2022-7-22 14:5:26,15
2022-7-22 14:5:26,12
2022-7-22 14:5:26,13
2022-7-22 14:5:27,12
2022-7-22 14:5:27,10
2022-7-22 14:5:27,9
2022-7-22 14:5:28,7
2022-7-22 14:5:28,12
2022-7-22 14:5:28,12
2022-7-22 14:5:29,10
2022-7-22 14:5:29,12
2022-7-22 14:5:29,14
2022-7-22 14:5:30,12
2022-7-22 14:5:30,7
2022-7-22 14:5:30,14
2022-7-22 14:5:31,13
2022-7-22 14:5:31,13
2022-7-22 14:5:31,11
2022-7-22 14:5:32,12
2022-7-22 14:5:32,12
2022-7-22 14:5:32,6
2022-7-22 14:5:33,9
2022-7-22 14:5:33,8
2022-7-22 14:5:33,18
2022-7-22 14:5:34,13
2022-7-22 14:5:34,9
2022-7-22 14:5:34,12
2022-7-22 14:5:35,11
2022-7-22 14:5:35,7
2022-7-22 14:5:35,7
2022-7-22 14:5:36,9
2022-7-22 14:5:36,12
2022-7-22 14:5:36,12
2022-7-22 14:5:37,11
2022-7-22 14:5:37,15
2022-7-22 14:5:37,13
2022-7-22 14:5:38,11
2022-7-22 14:5:38,10
2022-7-22 14:5:38,8
2022-7-22 14:5:39,10
2022-7-22 14:5:39,13
2022-7-22 14:5:39,12
2022-7-22 14:5:40,13
2022-7-22 14:5:40,15
2022-7-22 14:5:40,11
2022-7-22 14:5:41,6
2022-7-22 14:5:41,11
2022-7-22 14:5:41,10
2022-7-22 14:5:42,12
2022-7-22 14:5:42,9
2022-7-22 14:5:42,14
2022-7-22 14:5:43,13
2022-7-22 14:5:43,11
2022-7-22 14:5:43,7
2022-7-22 14:5:44,9
2022-7-22 14:5:44,11
2022-7-22 14:5:44,9
2022-7-22 14:5:45,8
2022-7-22 14:5:45,11
2022-7-22 14:5:45,12
2022-7-22 14:5:46,8
2022-7-22 14:5:46,6
2022-7-22 14:5:46,9
2022-7-22 14:5:47,12
2022-7-22 14:5:47,14
2022-7-22 14:5:47,6
2022-7-22 14:5:48,11
2022-7-22 14:5:48,11
2022-7-22 14:5:48,8
2022-7-22 14:5:49,4
2022-7-22 14:5:49,8
2022-7-22 14:5:49,12
2022-7-22 14:5:50,8
2022-7-22 14:5:50,5
2022-7-22 14:5:50,10
2022-7-22 14:5:51,11
2022-7-22 14:5:51,8
2022-7-22 14:5:52,3
2022-7-22 14:5:52,9
2022-7-22 14:5:52,6
2022-7-22 14:5:53,9
2022-7-22 14:5:53,12
2022-7-22 14:5:53,6
2022-7-22 14:5:54,8
2022-7-22 14:5:54,3
2022-7-22 14:5:54,7
2022-7-22 14:5:55,10
2022-7-22 14:5:55,11
2022-7-22 14:5:55,7
2022-7-22 14:5:56,10
2022-7-22 14:5:56,10
2022-7-22 14:5:56,7
2022-7-22 14:5:57,7
2022-7-22 14:5:57,9
2022-7-22 14:5:57,12
2022-7-22 14:5:58,8
2022-7-22 14:5:58,11
2022-7-22 14:5:58,9
2022-7-22 14:5:59,9
2022-7-22 14:5:59,7
2022-7-22 14:5:59,2
2022-7-22 14:6:0,7
2022-7-22 14:6:0,7
2022-7-22 14:6:0,11
2022-7-22 14:6:1,9
2022-7-22 14:6:1,9
2022-7-22 14:6:1,11
2022-7-22 14:6:2,6
2022-7-22 14:6:2,2
2022-7-22 14:6:2,10
2022-7-22 14:6:3,11
2022-7-22 14:6:3,10
2022-7-22 14:6:3,11
2022-7-22 14:6:4,12
2022-7-22 14:6:4,9
2022-7-22 14:6:4,10
2022-7-22 14:6:5,8
2022-7-22 14:6:5,6
2022-7-22 14:6:5,7
2022-7-22 14:6:6,11
2022-7-22 14:6:6,10
2022-7-22 14:6:6,10
2022-7-22 14:6:7,11
2022-7-22 14:6:7,10
2022-7-22 14:6:7,9
2022-7-22 14:6:8,9
2022-7-22 14:6:8,13
2022-7-22 14:6:8,11
2022-7-22 14:6:9,8
2022-7-22 14:6:9,13
2022-7-22 14:6:9,13
2022-7-22 14:6:10,9
2022-7-22 14:6:10,8
2022-7-22 14:6:10,12
2022-7-22 14:6:11,11
2022-7-22 14:6:11,12
2022-7-22 14:6:11,5
2022-7-22 14:6:12,11
2022-7-22 14:6:12,12
2022-7-22 14:6:12,5
2022-7-22 14:6:13,6
2022-7-22 14:6:13,11
2022-7-22 14:6:13,13
2022-7-22 14:6:14,10
2022-7-22 14:6:14,8
2022-7-22 14:6:14,12
2022-7-22 14:6:15,14
2022-7-22 14:6:15,7
2022-7-22 14:6:15,9
2022-7-22 14:6:16,7
2022-7-22 14:6:16,11
2022-7-22 14:6:16,12
2022-7-22 14:6:17,8
2022-7-22 14:6:17,13
2022-7-22 14:6:17,10
2022-7-22 14:6:18,7
2022-7-22 14:6:18,5
2022-7-22 14:6:18,8
2022-7-22 14:6:19,12
2022-7-22 14:6:19,5
2022-7-22 14:6:19,10
2022-7-22 14:6:20,11
2022-7-22 14:6:20,12
2022-7-22 14:6:20,6
2022-7-22 14:6:21,10
2022-7-22 14:6:21,7
2022-7-22 14:6:21,11
2022-7-22 14:6:22,8
2022-7-22 14:6:22,11
2022-7-22 14:6:22,12
2022-7-22 14:6:23,11
2022-7-22 14:6:23,7
2022-7-22 14:6:23,6
2022-7-22 14:6:24,7
2022-7-22 14:6:24,12
2022-7-22 14:6:24,7
2022-7-22 14:6:25,7
2022-7-22 14:6:25,12
2022-7-22 14:6:25,10
2022-7-22 14:6:26,7
2022-7-22 14:6:26,5
2022-7-22 14:6:27,5
2022-7-22 14:6:27,10
2022-7-22 14:6:27,11
2022-7-22 14:6:28,7
2022-7-22 14:6:28,8
2022-7-22 14:6:28,10
2022-7-22 14:6:29,8
2022-7-22 14:6:29,4
2022-7-22 14:6:29,8
2022-7-22 14:6:30,13
2022-7-22 14:6:30,7
2022-7-22 14:6:30,12
2022-7-22 14:6:31,10
2022-7-22 14:6:31,13
2022-7-22 14:6:31,5
2022-7-22 14:6:32,6
2022-7-22 14:6:32,9
2022-7-22 14:6:32,10
2022-7-22 14:6:33,12
2022-7-22 14:6:33,9
2022-7-22 14:6:33,10
2022-7-22 14:6:34,10
2022-7-22 14:6:34,8
2022-7-22 14:6:34,9
2022-7-22 14:6:35,6
2022-7-22 14:6:35,13
2022-7-22 14:6:35,11
2022-7-22 14:6:36,11
2022-7-22 14:6:36,11
2022-7-22 14:6:36,14
2022-7-22 14:6:37,9
2022-7-22 14:6:37,8
2022-7-22 14:6:37,4
2022-7-22 14:6:38,12
2022-7-22 14:6:38,8
2022-7-22 14:6:38,8
2022-7-22 14:6:39,9
2022-7-22 14:6:39,9
2022-7-22 14:6:39,7
2022-7-22 14:6:40,4
2022-7-22 14:6:40,9
2022-7-22 14:6:40,14
2022-7-22 14:6:41,13
2022-7-22 14:6:41,8
2022-7-22 14:6:41,12
2022-7-22 14:15:20,9
2022-7-22 14:15:21,11
2022-7-22 14:15:21,8
2022-7-22 14:15:21,10
2022-7-22 14:15:22,11
2022-7-22 14:15:22,13
2022-7-22 14:15:22,9
2022-7-22 14:15:23,14
2022-7-22 14:15:23,12
2022-7-22 14:15:23,8
2022-7-22 14:15:24,7
2022-7-22 14:15:24,8
2022-7-22 14:15:24,16
2022-7-22 14:15:25,11
2022-7-22 14:15:25,12
2022-7-22 14:15:25,12
2022-7-22 14:15:26,9
2022-7-22 14:15:26,11
2022-7-22 14:15:26,7
2022-7-22 14:15:27,11
2022-7-22 14:15:27,12
2022-7-22 14:15:27,14
2022-7-22 14:15:28,7
2022-7-22 14:15:28,15
2022-7-22 14:15:28,12
2022-7-22 14:15:29,10
2022-7-22 14:15:29,8
2022-7-22 14:15:29,13
2022-7-22 14:15:30,13
2022-7-22 14:15:30,8
2022-7-22 14:15:30,8
2022-7-22 14:15:31,12
2022-7-22 14:15:31,9
2022-7-22 14:15:31,5
2022-7-22 14:15:32,3
2022-7-22 14:15:32,6
2022-7-22 14:15:32,6
2022-7-22 14:15:33,13
2022-7-22 14:15:33,8
2022-7-22 14:15:33,12
2022-7-22 14:15:34,14
2022-7-22 14:15:34,9
2022-7-22 14:15:34,7
2022-7-22 14:15:35,15
2022-7-22 14:15:35,18
2022-7-22 14:15:35,10
2022-7-22 14:15:36,13
2022-7-22 14:15:36,11
2022-7-22 14:15:36,13
2022-7-22 14:15:37,8
2022-7-22 14:15:37,5
2022-7-22 14:15:37,11
2022-7-22 14:15:38,10
2022-7-22 14:15:38,12
2022-7-22 14:15:38,8
2022-7-22 14:15:39,13
2022-7-22 14:15:39,14
2022-7-22 14:15:39,10
2022-7-22 14:15:40,5
2022-7-22 14:15:40,8
2022-7-22 14:15:40,13
2022-7-22 14:15:41,11
2022-7-22 14:15:41,13
2022-7-22 14:15:41,14
2022-7-22 14:15:42,14
2022-7-22 14:15:42,9
2022-7-22 14:15:42,6
2022-7-22 14:15:43,9
2022-7-22 14:15:43,8
2022-7-22 14:15:44,12
2022-7-22 14:15:44,8
2022-7-22 14:15:44,10
2022-7-22 14:15:45,13
2022-7-22 14:15:45,7
2022-7-22 14:15:45,8
2022-7-22 14:15:46,13
2022-7-22 14:15:46,14
2022-7-22 14:15:46,11
2022-7-22 14:15:47,15
2022-7-22 14:15:47,11
2022-7-22 14:15:47,9
2022-7-22 14:15:48,10
2022-7-22 14:15:48,7
2022-7-22 14:15:48,10
2022-7-22 14:15:49,6
2022-7-22 14:15:49,6
2022-7-22 14:15:49,12
2022-7-22 14:15:50,8
2022-7-22 14:15:50,7
2022-7-22 14:15:50,7
2022-7-22 14:15:51,8
2022-7-22 14:15:51,12
2022-7-22 14:15:51,15
2022-7-22 14:15:52,10
2022-7-22 14:15:52,18
2022-7-22 14:15:52,15
2022-7-22 14:15:53,12
2022-7-22 14:15:53,8
2022-7-22 14:15:53,11
2022-7-22 14:15:54,13
2022-7-22 14:15:54,10
2022-7-22 14:15:54,8
2022-7-22 14:15:55,10
2022-7-22 14:15:55,17
2022-7-22 14:15:55,10
2022-7-22 14:15:56,9
2022-7-22 14:15:56,8
2022-7-22 14:15:56,19
2022-7-22 14:15:57,15
2022-7-22 14:15:57,8
2022-7-22 14:15:57,15
2022-7-22 14:15:58,13
2022-7-22 14:15:58,7
2022-7-22 14:15:58,8
2022-7-22 14:15:59,11
2022-7-22 14:15:59,13
2022-7-22 14:15:59,8
2022-7-22 14:16:0,14
2022-7-22 14:16:0,11
2022-7-22 14:16:0,15
2022-7-22 14:16:1,7
2022-7-22 14:16:1,11
2022-7-22 14:16:1,9
2022-7-22 14:16:2,13
2022-7-22 14:16:2,15
2022-7-22 14:16:2,8
2022-7-22 14:16:3,16
2022-7-22 14:16:3,14
2022-7-22 14:16:3,11
2022-7-22 14:16:4,3
2022-7-22 14:16:4,7
2022-7-22 14:16:4,11
2022-7-22 14:16:5,8
2022-7-22 14:16:5,9
2022-7-22 14:16:5,10
2022-7-22 14:16:6,13
2022-7-22 14:16:6,8
2022-7-22 14:16:6,14
2022-7-22 14:16:7,5
2022-7-22 14:16:7,25
2022-7-22 14:16:7,13
2022-7-22 14:16:8,9
2022-7-22 14:16:8,16
2022-7-22 14:16:8,14
2022-7-22 14:16:9,10
2022-7-22 14:16:9,10
2022-7-22 14:16:9,7
2022-7-22 14:16:10,14
2022-7-22 14:16:10,9
2022-7-22 14:16:10,11
2022-7-22 14:16:11,12
2022-7-22 14:16:11,10
2022-7-22 14:16:11,9
2022-7-22 14:16:12,5
2022-7-22 14:16:12,10
2022-7-22 14:16:12,17
2022-7-22 14:16:13,11
2022-7-22 14:16:13,8
2022-7-22 14:16:13,17
2022-7-22 14:16:14,15
2022-7-22 14:16:14,12
2022-7-22 14:16:15,6
2022-7-22 14:16:15,8
2022-7-22 14:16:15,10
2022-7-22 14:16:16,12
2022-7-22 14:16:16,8
2022-7-22 14:16:16,15
2022-7-22 14:16:17,13
2022-7-22 14:16:17,8
2022-7-22 14:16:17,10
2022-7-22 14:16:18,16
2022-7-22 14:16:18,13
2022-7-22 14:16:18,10
2022-7-22 14:16:19,11
2022-7-22 14:16:19,14
2022-7-22 14:16:19,4
2022-7-22 14:16:20,6
2022-7-22 14:16:20,9
2022-7-22 14:16:20,10
2022-7-22 14:16:21,11
2022-7-22 14:16:21,11
2022-7-22 14:16:21,12
2022-7-22 14:16:22,9
2022-7-22 14:16:22,5
2022-7-22 14:16:22,8
2022-7-22 14:16:23,10
2022-7-22 14:16:23,9
2022-7-22 14:16:23,8
2022-7-22 14:16:24,14
2022-7-22 14:16:24,12
2022-7-22 14:16:25,11
2022-7-22 14:16:25,6
2022-7-22 14:16:25,5
2022-7-22 14:16:26,15
2022-7-22 14:16:26,6
2022-7-22 14:16:26,14
2022-7-22 14:16:27,15
2022-7-22 14:16:27,11
2022-7-22 14:16:27,6
2022-7-22 14:16:28,8
2022-7-22 14:16:28,11
2022-7-22 14:16:28,12
2022-7-22 14:16:29,10
2022-7-22 14:16:29,13
2022-7-22 14:16:29,13
2022-7-22 14:16:30,8
2022-7-22 14:16:30,10
2022-7-22 14:16:30,5
2022-7-22 14:16:31,11
2022-7-22 14:16:31,11
2022-7-22 14:16:31,6
2022-7-22 14:16:32,11
2022-7-22 14:16:32,12
2022-7-22 14:16:32,7
2022-7-22 14:16:33,7
2022-7-22 14:16:33,12
2022-7-22 14:16:33,11
2022-7-22 14:16:34,13
2022-7-22 14:16:34,8
2022-7-22 14:16:34,13
2022-7-22 14:16:35,13
2022-7-22 14:16:35,6
2022-7-22 14:16:35,9
2022-7-22 14:16:36,8
2022-7-22 14:16:36,13
2022-7-22 14:16:36,12
2022-7-22 14:16:37,6
2022-7-22 14:16:37,11
2022-7-22 14:16:37,11
2022-7-22 14:16:38,9
2022-7-22 14:16:38,7
2022-7-22 14:16:38,9
2022-7-22 14:16:39,11
2022-7-22 14:16:39,11
2022-7-22 14:16:39,10
2022-7-22 14:16:40,10
2022-7-22 14:16:40,14
2022-7-22 14:16:40,5
2022-7-22 14:16:41,7
2022-7-22 14:16:41,6
2022-7-22 14:16:41,11
2022-7-22 14:16:42,9
2022-7-22 14:16:42,9
2022-7-22 14:16:42,9
2022-7-22 14:16:43,11
2022-7-22 14:16:43,8
2022-7-22 14:16:43,6
2022-7-22 14:16:44,11
2022-7-22 14:16:44,10
2022-7-22 14:16:44,6
2022-7-22 14:16:45,11
2022-7-22 14:16:45,12
2022-7-22 14:16:45,8
2022-7-22 14:16:46,6
2022-7-22 14:16:46,11
2022-7-22 14:16:46,9
2022-7-22 14:16:47,14
2022-7-22 14:16:47,8
2022-7-22 14:16:47,9
2022-7-22 14:16:48,11
2022-7-22 14:16:48,8
2022-7-22 14:16:49,6
2022-7-22 14:16:49,9
2022-7-22 14:16:49,12
2022-7-22 14:16:50,14
2022-7-22 14:16:50,10
2022-7-22 14:16:50,13
2022-7-22 14:16:51,11
2022-7-22 14:16:51,10
2022-7-22 14:16:51,8
2022-7-22 14:16:52,13
2022-7-22 14:16:52,14
2022-7-22 14:16:52,11
2022-7-22 14:16:53,11
2022-7-22 14:16:53,11
2022-7-22 14:16:53,8
2022-7-22 14:16:54,3
2022-7-22 14:16:54,6
2022-7-22 14:16:54,10
2022-7-22 14:16:55,8
2022-7-22 14:16:55,14
2022-7-22 14:16:55,12
2022-7-22 14:16:56,11
2022-7-22 14:16:56,5
2022-7-22 14:16:56,4
2022-7-22 14:16:57,8
2022-7-22 14:16:57,14
2022-7-22 14:16:57,8
2022-7-22 14:16:58,10
2022-7-22 14:16:58,12
2022-7-22 14:16:58,12
2022-7-22 14:16:59,7
2022-7-22 14:16:59,3
2022-7-22 14:16:59,8
2022-7-22 14:17:0,11
2022-7-22 14:17:0,8
2022-7-22 14:17:0,11
2022-7-22 14:17:1,11
2022-7-22 14:17:1,11
2022-7-22 14:17:1,8
2022-7-22 14:17:2,6
2022-7-22 14:17:2,8
2022-7-22 14:17:2,11
2022-7-22 14:17:3,12
2022-7-22 14:17:3,9
2022-7-22 14:17:3,13
2022-7-22 14:17:4,12
2022-7-22 14:17:4,6
2022-7-22 14:17:4,5
2022-7-22 14:17:5,6
2022-7-22 14:17:5,10
2022-7-22 14:17:5,11
2022-7-22 14:17:6,9
2022-7-22 14:17:6,10
2022-7-22 14:17:6,9
2022-7-22 14:17:7,7
2022-7-22 14:17:7,6
2022-7-22 14:17:7,5
2022-7-22 14:17:8,13
2022-7-22 14:17:8,11
2022-7-22 14:17:8,8
2022-7-22 14:17:9,10
2022-7-22 14:17:9,8
2022-7-22 14:17:9,7
2022-7-22 14:17:10,5
2022-7-22 14:17:10,9
2022-7-22 14:17:10,13
2022-7-22 14:17:11,12
2022-7-22 14:17:11,10
2022-7-22 14:17:11,13
2022-7-22 14:17:12,11
2022-7-22 14:17:12,9
2022-7-22 14:17:12,10
2022-7-22 14:17:13,7
2022-7-22 14:17:13,16
2022-7-22 14:17:13,14
2022-7-22 14:17:14,6
2022-7-22 14:17:14,13
2022-7-22 14:17:14,14
2022-7-22 14:17:15,7
2022-7-22 14:17:15,7
2022-7-22 14:17:15,15
2022-7-22 14:17:16,12
2022-7-22 14:17:16,12
2022-7-22 14:17:16,6
2022-7-22 14:17:17,13
2022-7-22 14:17:17,15
2022-7-22 14:17:18,9
2022-7-22 14:17:18,10
2022-7-22 14:17:18,11
