"VISION2_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","카메라 종합 결과","평탄도 결과","VISION2_DATA_01","VISION2_DATA_02","VISION2_DATA_03","VISION2_DATA_04","VISION2_DATA_05","VISION2_DATA_06","VISION2_DATA_07","VISION2_DATA_08","VISION2_DATA_09","VISION2_DATA_10","VISION2_DATA_11","VISION2_DATA_12","VISION2_DATA_13","VISION2_DATA_14","VISION2_DATA_15","VISION2_DATA_16","VISION2_DATA_17","VISION2_DATA_18","VISION2_DATA_19","VISION2_DATA_20","VISION2_DATA_21","VISION2_DATA_22","VISION2_DATA_23","VISION2_DATA_24","VISION2_DATA_25","VISION2_DATA_26","VISION2_DATA_27","VISION2_DATA_28","VISION2_DATA_29","VISION2_DATA_30","VISION2_DATA_31","VISION2_DATA_32","VISION2_DATA_33","VISION2_DATA_34","VISION2_DATA_35","VISION2_DATA_36","VISION2_DATA_37","VISION2_DATA_38","VISION2_DATA_39","VISION2_DATA_40","VISION2_DATA_41","VISION2_DATA_42","VISION2_DATA_43","VISION2_DATA_44","VISION2_DATA_45","VISION2_DATA_46","VISION2_DATA_47","VISION2_DATA_48","VISION2_DATA_49","VISION2_DATA_50","VISION2_DATA_51","VISION2_DATA_52","VISION2_DATA_53","VISION2_DATA_54","VISION2_DATA_55","VISION2_DATA_56","VISION2_DATA_57","VISION2_DATA_58","VISION2_DATA_59","VISION2_DATA_60","VISION2_DATA_61","VISION2_DATA_62","VISION2_DATA_63","VISION2_DATA_64","VISION2_DATA_65","VISION2_DATA_66","VISION2_DATA_67","VISION2_DATA_68","VISION2_DATA_69","VISION2_DATA_70","VISION2_DATA_71","VISION2_DATA_72","VISION2_DATA_73","VISION2_DATA_74","VISION2_DATA_75","VISION2_DATA_76","VISION2_DATA_77","VISION2_DATA_78","VISION2_DATA_79","VISION2_DATA_80","VISION2_DATA_81","VISION2_DATA_82","VISION2_DATA_83","VISION2_DATA_84","VISION2_DATA_85","VISION2_DATA_86","VISION2_DATA_87","VISION2_DATA_88","VISION2_DATA_89","VISION2_DATA_90","VISION2_DATA_91","VISION2_DATA_92","VISION2_DATA_93","VISION2_DATA_94","VISION2_DATA_95","VISION2_DATA_96","VISION2_DATA_97","VISION2_DATA_98","VISION2_DATA_99","VISION2_DATA_100","VISION2_DATA_101","VISION2_DATA_102","VISION2_DATA_103","VISION2_DATA_104","VISION2_DATA_105","VISION2_DATA_106","VISION2_DATA_107","VISION2_DATA_108","VISION2_DATA_109","VISION2_DATA_110","VISION2_DATA_111","VISION2_DATA_112","VISION2_DATA_113","VISION2_DATA_114","VISION2_DATA_115","VISION2_DATA_116","VISION2_DATA_117","VISION2_DATA_118","VISION2_DATA_119","VISION2_DATA_120","VISION2_DATA_121","VISION2_DATA_122","VISION2_DATA_123","VISION2_DATA_124","VISION2_DATA_125","VISION2_DATA_126","VISION2_DATA_127","VISION2_DATA_128","VISION2_DATA_129","VISION2_DATA_130","VISION2_DATA_131","VISION2_DATA_132","VISION2_DATA_133","VISION2_DATA_134","VISION2_DATA_135","VISION2_DATA_136","VISION2_DATA_137","VISION2_DATA_138","VISION2_DATA_139","VISION2_DATA_140","VISION2_DATA_141","VISION2_DATA_142","VISION2_DATA_143","VISION2_DATA_144","VISION2_DATA_145","VISION2_DATA_146","VISION2_DATA_147","VISION2_DATA_148","VISION2_DATA_149","VISION2_DATA_150","VISION2_DATA_151","VISION2_DATA_152","VISION2_DATA_153","VISION2_DATA_154","VISION2_DATA_155","VISION2_DATA_156","VISION2_DATA_157","VISION2_DATA_158","VISION2_DATA_159","VISION2_DATA_160","VISION2_DATA_161","VISION2_DATA_162","VISION2_DATA_163","VISION2_DATA_164","VISION2_DATA_165","VISION2_DATA_166","VISION2_DATA_167","VISION2_DATA_168","VISION2_DATA_169","VISION2_DATA_170","VISION2_DATA_171","VISION2_DATA_172","VISION2_DATA_173","VISION2_DATA_174","VISION2_DATA_175","VISION2_DATA_176","VISION2_DATA_177","VISION2_DATA_178","VISION2_DATA_179","VISION2_DATA_180","VISION2_DATA_181","VISION2_DATA_182"
175,2022/07/23,23:03:25,"C227220027      ","N227216007      ",1,1,3,5,6,8,8,10,7,8,9,9,11,10,10,7,10,9,10,8,9,8,5,7,7,6,5,5,4,5,5,5,5,2,1,-2,-1,-1,-7,-9,-6,16,-4,15,15,17,17,18,19,18,17,21,20,22,19,20,20,22,18,21,18,19,18,16,17,18,17,19,19,19,17,17,20,20,15,16,16,14,13,12,12,9,11,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,2022/07/23,23:03:26,"C227220027      ","N227216007      ",1,1,-4,-3,-3,1,1,2,-1,-1,2,1,3,3,1,2,1,0,0,0,2,-2,-4,-1,-1,-2,-3,-4,-7,-5,-4,-6,-4,-6,-10,-11,-10,-9,-17,-17,-16,5,-14,22,23,24,25,27,27,25,26,29,27,29,28,27,28,26,26,26,26,30,25,25,24,25,25,25,25,25,23,25,26,30,30,28,29,27,26,25,26,21,14,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2022/07/23,23:03:26,"C227220027      ","N227216007      ",1,1,-5,-6,-4,-2,-1,0,-1,-1,0,-1,1,1,0,-1,1,0,-1,-1,0,-2,-4,-3,-2,-1,-3,-1,-4,-4,-2,-3,-2,-6,-6,-9,-6,-5,-13,-13,-11,9,-8,27,27,27,28,30,29,28,29,30,29,30,30,30,29,26,26,26,26,27,26,25,23,26,26,26,24,26,25,25,26,27,25,23,24,21,19,22,18,15,20,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2022/07/23,23:03:27,"C227220027      ","N227216007      ",1,1,-1,-2,0,2,3,3,0,3,5,3,5,4,2,4,4,2,2,1,3,3,0,2,1,1,-1,1,-3,-1,-1,0,-2,-3,-6,-7,-4,-4,-12,-12,-11,9,-8,21,21,22,22,23,24,24,25,27,26,26,26,27,25,25,25,26,24,25,23,23,25,25,26,25,25,25,24,26,26,29,25,26,23,23,23,21,21,19,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2022/07/23,23:03:28,"C227220027      ","N227216007      ",1,1,2,3,6,8,8,9,7,7,10,9,10,10,10,8,9,9,9,8,10,9,6,8,9,9,9,10,8,8,10,9,8,7,5,3,5,5,-1,-1,1,13,5,15,16,16,18,18,19,19,20,21,21,22,22,22,21,21,19,18,19,20,19,17,18,19,18,19,18,18,17,17,19,20,18,18,19,19,18,17,17,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2022/07/23,23:03:28,"C227220027      ","N227216007      ",1,1,-1,-1,2,3,4,6,3,6,6,5,5,6,4,6,5,4,4,4,4,2,1,2,0,1,0,0,-3,-2,0,1,0,-1,-2,-7,-3,-2,-9,-9,-5,14,-2,21,22,22,25,27,24,25,25,28,26,26,26,26,25,25,25,25,24,24,24,22,22,22,23,23,21,22,21,21,22,21,19,20,21,20,19,17,15,12,16,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2022/07/23,23:03:29,"C227220027      ","N227216007      ",1,1,-1,0,0,3,3,4,2,4,6,4,6,4,3,4,5,2,2,1,3,3,0,2,1,1,0,-1,-1,-1,-1,-1,-2,-4,-6,-8,-7,-5,-12,-15,-11,10,-11,21,21,22,23,25,25,25,26,28,27,28,27,27,27,28,27,26,26,28,25,24,25,26,26,26,24,24,22,23,24,26,23,24,24,23,22,19,20,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2022/07/23,23:03:30,"C227220027      ","N227216007      ",1,1,-3,-3,-3,1,1,2,1,2,4,2,2,1,1,2,1,1,1,1,-1,-1,-4,-2,-2,-2,-3,-3,-4,-5,-2,-2,-3,-5,-5,-9,-6,-4,-10,-11,-9,12,-6,22,23,23,25,25,25,26,26,28,28,28,26,26,26,25,26,25,26,25,26,22,22,22,23,24,23,23,23,23,24,25,21,20,19,17,17,17,16,13,16,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2022/07/23,23:03:31,"C227220027      ","N227216007      ",1,1,-4,-5,-2,-1,-1,0,-2,-1,1,0,1,1,1,-1,1,0,1,-1,1,-1,-3,-1,1,1,-1,-2,-4,-3,-1,-1,-2,-4,-6,-7,-5,-5,-13,-14,-10,9,-8,19,21,22,22,23,23,25,25,27,28,27,25,29,27,26,26,26,25,27,25,24,23,23,25,24,23,24,24,23,23,23,20,21,21,19,18,16,16,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2022/07/23,23:03:32,"C227220027      ","N227216007      ",1,1,-4,-4,-3,-3,-1,0,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-1,-1,-4,-4,-4,-4,-4,-3,-3,-6,-5,-1,-2,-4,-4,-6,-7,-6,-5,-12,-11,-9,13,-6,22,23,22,23,23,23,25,25,26,27,27,25,27,24,25,24,24,24,26,24,23,22,22,21,23,21,24,22,21,23,22,23,20,19,19,17,15,13,10,17,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2022/07/23,23:03:33,"C227220027      ","N227216007      ",1,1,-3,-2,-2,-1,1,1,-1,1,1,1,2,1,1,1,1,1,1,1,1,0,-3,0,2,2,-1,-1,-1,0,0,0,0,-2,-2,-6,-4,-2,-9,-10,-8,10,-6,17,18,20,21,22,21,20,21,25,24,25,23,25,24,25,24,23,22,24,22,21,21,22,22,23,21,21,20,23,24,23,22,22,22,21,19,19,16,12,13,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2022/07/23,23:03:35,"C227220027      ","N227216007      ",1,1,0,0,1,2,3,2,1,2,3,2,3,4,3,3,3,3,3,2,5,2,1,2,2,3,0,2,1,1,1,3,2,1,-1,-2,-2,-1,-8,-10,-6,16,-8,13,15,16,16,19,18,20,21,23,23,23,24,24,24,23,23,21,22,25,23,21,22,22,22,24,22,23,21,20,22,21,18,19,18,15,15,13,12,8,8,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2022/07/23,23:03:36,"C227220027      ","N227216007      ",1,1,-8,-6,-4,-3,-3,-1,-3,-2,-1,-4,-3,-3,-2,-3,-3,-2,-3,-4,-2,-4,-5,-3,-3,-3,-3,-3,-5,-3,-2,-2,-3,-2,-3,-5,-4,-2,-8,-9,-6,9,-3,22,22,23,24,26,26,24,26,29,28,28,26,30,29,28,28,31,30,30,33,28,28,29,29,32,29,30,28,29,28,28,26,26,25,22,21,20,19,14,17,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2022/07/23,23:03:36,"C227220027      ","N227216007      ",1,1,-3,-2,-2,0,0,1,-2,-2,0,-1,0,-2,-2,-1,-3,-2,-3,-3,0,-3,-3,-2,-2,1,-1,-1,-2,-2,0,1,0,1,-2,-5,-3,-2,-9,-9,-8,8,-6,16,17,18,17,19,20,19,19,21,21,21,19,20,19,19,20,20,21,22,22,21,22,23,23,24,25,24,24,24,27,26,23,21,21,20,17,16,14,11,10,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2022/07/23,23:03:37,"C227220027      ","N227216007      ",1,1,1,2,4,5,6,5,4,4,7,3,4,5,3,1,3,0,2,1,3,1,0,1,2,3,2,2,1,1,2,1,1,-1,-2,-4,-2,-1,-8,-9,-5,14,-4,16,17,17,19,21,21,21,22,25,26,25,25,26,26,26,26,25,25,26,25,22,24,24,25,27,25,25,23,24,25,27,24,24,23,18,16,15,14,12,11,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2022/07/23,23:03:38,"C227220027      ","N227216007      ",1,1,2,1,0,3,3,3,1,0,2,0,2,1,0,0,0,1,0,1,2,1,-1,0,2,1,1,3,2,1,2,2,0,0,1,-2,-2,0,-7,-9,-6,17,-4,13,15,14,14,15,16,16,16,19,18,20,19,19,20,18,19,19,19,21,21,20,21,20,20,22,21,19,19,21,21,22,20,20,20,17,14,13,12,8,9,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2022/07/23,23:03:39,"C227220027      ","N227216007      ",1,1,1,1,0,2,3,3,1,2,2,3,3,2,3,1,2,1,1,-1,3,2,0,1,2,2,2,3,1,2,3,3,3,2,0,-3,-2,0,-8,-8,-6,13,-3,15,17,16,16,17,15,15,16,20,18,20,19,21,20,19,19,21,21,22,20,20,23,23,22,24,24,23,22,23,24,26,22,20,20,17,16,15,14,9,9,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2022/07/23,23:03:40,"C227220027      ","N227216007      ",1,1,-7,-6,-6,-4,-5,-3,-6,-5,-5,-4,-5,-5,-5,-5,-4,-4,-3,-4,-3,-3,-4,-2,-1,0,-1,0,-2,-1,1,1,0,-1,-4,-6,-4,-3,-10,-12,-7,8,-9,18,18,18,19,20,23,22,22,27,27,29,27,29,29,32,31,32,32,34,34,35,35,35,36,38,32,34,32,31,32,38,33,31,32,29,27,25,25,20,9,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2022/07/23,23:03:40,"C227220027      ","N227216007      ",1,1,-3,-4,-3,-1,0,0,-2,-3,-2,-2,-3,-3,-2,-4,0,-2,-1,0,-1,0,-3,-1,0,1,-1,-1,-2,-1,0,0,-1,-1,-4,-6,-4,-2,-10,-11,-8,11,-7,15,17,15,16,18,18,17,20,22,23,23,23,25,25,24,24,25,24,29,28,25,27,29,29,30,28,28,27,26,28,31,27,25,27,23,21,20,18,15,12,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2022/07/23,23:03:42,"C227220027      ","N227216007      ",1,1,-9,-9,-7,-6,-6,-6,-8,-8,-6,-7,-7,-6,-9,-7,-7,-9,-10,-6,-6,-7,-9,-6,-5,-6,-6,-5,-6,-5,-4,-4,-4,-4,-6,-9,-5,-4,-10,-13,-10,8,-11,22,23,25,24,28,27,26,28,33,31,33,33,38,33,34,34,35,33,38,37,39,36,38,38,39,35,33,34,34,34,36,34,30,32,26,27,24,23,19,17,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2022/07/23,23:03:42,"C227220027      ","N227216007      ",1,1,0,0,0,2,3,4,0,2,2,2,4,2,2,1,3,2,2,4,6,4,1,5,6,4,5,5,3,6,8,5,5,5,3,5,4,5,0,-4,0,10,1,12,15,16,16,18,20,19,20,24,24,26,24,28,29,26,28,29,30,31,30,27,30,31,30,31,30,31,30,31,31,30,26,28,25,25,24,22,19,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,2022/07/23,23:03:43,"C227220027      ","N227216007      ",1,1,-4,-4,-3,-1,0,1,-2,-1,1,-1,-1,1,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,2,3,2,0,-1,-4,-3,1,-7,-9,-5,12,-3,21,22,25,24,25,26,27,26,31,29,31,31,32,31,31,32,32,33,33,34,33,32,34,35,36,33,33,31,32,34,33,30,31,29,27,24,24,21,18,15,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2022/07/23,23:03:44,"C227220027      ","N227216007      ",1,1,-4,-4,-3,-2,-1,-1,-3,-3,-2,-2,-2,-3,-4,-4,-2,-3,-3,-2,-2,-3,-3,-2,-2,-2,0,-1,-2,-2,0,1,0,-1,-3,-5,-3,-2,-9,-11,-6,12,-7,23,23,24,26,27,28,26,29,31,31,33,32,33,31,30,31,33,30,34,33,33,32,32,34,34,32,32,33,31,30,32,28,27,29,22,23,21,20,15,16,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2022/07/23,23:03:44,"C227220027      ","N227216007      ",1,1,6,7,7,10,10,10,8,10,8,8,9,8,8,6,7,6,4,5,6,5,4,4,6,8,5,6,6,6,6,7,9,8,6,5,6,7,1,0,2,22,1,15,17,18,18,20,19,19,19,22,21,23,22,22,21,20,22,22,21,23,21,20,21,22,23,23,23,24,21,22,23,24,21,20,18,18,16,15,15,10,12,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2022/07/23,23:03:46,"C227220027      ","N227216007      ",1,1,1,2,4,6,7,9,6,8,9,10,12,12,12,10,13,13,14,13,14,13,12,14,14,14,12,13,11,11,12,12,11,7,6,5,4,5,-3,-6,-4,14,-3,19,21,21,22,23,24,25,26,29,30,30,30,27,29,29,29,31,31,33,31,31,32,31,31,33,31,32,29,31,30,32,28,27,26,21,20,17,16,13,13,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2022/07/23,23:03:46,"C227220027      ","N227216007      ",1,1,-6,-6,-6,-3,-3,-3,-5,-3,-1,-3,-1,-2,-2,-1,-1,0,0,-1,0,-1,-2,0,1,2,1,0,-1,1,1,2,1,0,-1,-2,-3,-1,-7,-9,-4,11,-2,23,24,25,26,29,27,29,29,32,32,32,34,32,32,32,33,32,32,34,35,33,34,33,34,35,33,35,35,32,33,32,31,30,28,28,26,23,22,20,17,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2022/07/23,23:03:46,"C227220027      ","N227216007      ",1,1,-3,-3,-2,-2,-1,1,-2,-1,1,0,1,1,-1,-1,1,0,-1,1,2,0,0,2,2,2,0,1,0,1,2,2,2,0,-2,-2,-3,-2,-7,-10,-7,9,-5,15,15,17,17,19,19,20,20,23,23,23,23,24,22,22,22,22,24,25,22,23,22,22,23,21,22,23,21,23,23,24,21,20,21,18,17,15,13,9,11,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2022/07/23,23:03:47,"C227220027      ","N227216007      ",1,1,-5,-6,-5,-5,-3,-2,-4,-4,-2,-4,-2,-3,-3,-4,-3,-3,-3,-3,-2,-4,-6,-5,-5,-5,-4,-5,-6,-7,-4,-4,-3,-6,-7,-10,-8,-5,-12,-13,-10,10,-7,22,23,22,24,24,24,24,25,26,28,28,27,29,27,27,26,26,26,27,28,25,26,26,26,26,25,26,24,25,24,25,23,23,22,22,20,18,15,11,16,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
