"VISION2_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","카메라 종합 결과","평탄도 결과","VISION2_DATA_01","VISION2_DATA_02","VISION2_DATA_03","VISION2_DATA_04","VISION2_DATA_05","VISION2_DATA_06","VISION2_DATA_07","VISION2_DATA_08","VISION2_DATA_09","VISION2_DATA_10","VISION2_DATA_11","VISION2_DATA_12","VISION2_DATA_13","VISION2_DATA_14","VISION2_DATA_15","VISION2_DATA_16","VISION2_DATA_17","VISION2_DATA_18","VISION2_DATA_19","VISION2_DATA_20","VISION2_DATA_21","VISION2_DATA_22","VISION2_DATA_23","VISION2_DATA_24","VISION2_DATA_25","VISION2_DATA_26","VISION2_DATA_27","VISION2_DATA_28","VISION2_DATA_29","VISION2_DATA_30","VISION2_DATA_31","VISION2_DATA_32","VISION2_DATA_33","VISION2_DATA_34","VISION2_DATA_35","VISION2_DATA_36","VISION2_DATA_37","VISION2_DATA_38","VISION2_DATA_39","VISION2_DATA_40","VISION2_DATA_41","VISION2_DATA_42","VISION2_DATA_43","VISION2_DATA_44","VISION2_DATA_45","VISION2_DATA_46","VISION2_DATA_47","VISION2_DATA_48","VISION2_DATA_49","VISION2_DATA_50","VISION2_DATA_51","VISION2_DATA_52","VISION2_DATA_53","VISION2_DATA_54","VISION2_DATA_55","VISION2_DATA_56","VISION2_DATA_57","VISION2_DATA_58","VISION2_DATA_59","VISION2_DATA_60","VISION2_DATA_61","VISION2_DATA_62","VISION2_DATA_63","VISION2_DATA_64","VISION2_DATA_65","VISION2_DATA_66","VISION2_DATA_67","VISION2_DATA_68","VISION2_DATA_69","VISION2_DATA_70","VISION2_DATA_71","VISION2_DATA_72","VISION2_DATA_73","VISION2_DATA_74","VISION2_DATA_75","VISION2_DATA_76","VISION2_DATA_77","VISION2_DATA_78","VISION2_DATA_79","VISION2_DATA_80","VISION2_DATA_81","VISION2_DATA_82","VISION2_DATA_83","VISION2_DATA_84","VISION2_DATA_85","VISION2_DATA_86","VISION2_DATA_87","VISION2_DATA_88","VISION2_DATA_89","VISION2_DATA_90","VISION2_DATA_91","VISION2_DATA_92","VISION2_DATA_93","VISION2_DATA_94","VISION2_DATA_95","VISION2_DATA_96","VISION2_DATA_97","VISION2_DATA_98","VISION2_DATA_99","VISION2_DATA_100","VISION2_DATA_101","VISION2_DATA_102","VISION2_DATA_103","VISION2_DATA_104","VISION2_DATA_105","VISION2_DATA_106","VISION2_DATA_107","VISION2_DATA_108","VISION2_DATA_109","VISION2_DATA_110","VISION2_DATA_111","VISION2_DATA_112","VISION2_DATA_113","VISION2_DATA_114","VISION2_DATA_115","VISION2_DATA_116","VISION2_DATA_117","VISION2_DATA_118","VISION2_DATA_119","VISION2_DATA_120","VISION2_DATA_121","VISION2_DATA_122","VISION2_DATA_123","VISION2_DATA_124","VISION2_DATA_125","VISION2_DATA_126","VISION2_DATA_127","VISION2_DATA_128","VISION2_DATA_129","VISION2_DATA_130","VISION2_DATA_131","VISION2_DATA_132","VISION2_DATA_133","VISION2_DATA_134","VISION2_DATA_135","VISION2_DATA_136","VISION2_DATA_137","VISION2_DATA_138","VISION2_DATA_139","VISION2_DATA_140","VISION2_DATA_141","VISION2_DATA_142","VISION2_DATA_143","VISION2_DATA_144","VISION2_DATA_145","VISION2_DATA_146","VISION2_DATA_147","VISION2_DATA_148","VISION2_DATA_149","VISION2_DATA_150","VISION2_DATA_151","VISION2_DATA_152","VISION2_DATA_153","VISION2_DATA_154","VISION2_DATA_155","VISION2_DATA_156","VISION2_DATA_157","VISION2_DATA_158","VISION2_DATA_159","VISION2_DATA_160","VISION2_DATA_161","VISION2_DATA_162","VISION2_DATA_163","VISION2_DATA_164","VISION2_DATA_165","VISION2_DATA_166","VISION2_DATA_167","VISION2_DATA_168","VISION2_DATA_169","VISION2_DATA_170","VISION2_DATA_171","VISION2_DATA_172","VISION2_DATA_173","VISION2_DATA_174","VISION2_DATA_175","VISION2_DATA_176","VISION2_DATA_177","VISION2_DATA_178","VISION2_DATA_179","VISION2_DATA_180","VISION2_DATA_181","VISION2_DATA_182"
505,2022/07/24,14:04:06,"C227220027      ","N227216007      ",1,1,0,1,1,4,5,7,4,5,6,5,6,5,5,4,7,5,6,4,6,5,3,5,5,5,4,4,3,5,6,7,5,4,4,1,3,4,-1,-2,0,16,-1,29,31,30,34,34,35,34,35,37,35,37,36,35,36,34,34,34,32,34,34,31,33,32,33,33,31,32,32,29,30,30,28,26,27,24,24,23,20,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,2022/07/24,14:04:06,"C227220027      ","N227216007      ",1,1,-1,-1,1,3,4,5,2,2,6,5,5,5,7,5,7,5,4,4,5,3,1,3,4,4,3,2,2,1,3,3,2,0,0,-3,-2,0,-8,-9,-6,9,-2,26,28,29,29,32,33,32,32,34,33,34,31,33,31,31,32,32,34,33,32,33,32,33,33,34,32,32,31,31,33,32,29,30,29,29,29,28,27,25,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,2022/07/24,14:04:06,"C227220027      ","N227216007      ",1,1,2,3,4,7,8,8,7,8,9,8,8,9,8,7,8,8,7,6,8,6,2,5,5,7,6,5,3,4,4,5,3,3,1,1,2,2,-4,-6,-3,14,-1,26,27,29,30,31,30,30,32,33,30,32,30,31,29,30,28,29,28,31,28,26,28,29,28,30,26,26,26,27,29,28,26,28,28,27,25,23,21,19,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2022/07/24,14:04:10,"C227220027      ","N227216007      ",1,1,2,1,5,6,6,7,6,7,9,7,9,8,8,7,7,7,8,7,7,6,4,4,6,7,4,5,4,3,4,5,4,2,0,-2,1,1,-7,-7,-4,11,-3,25,26,27,28,29,31,30,32,33,32,31,31,32,30,30,30,30,31,31,30,29,31,31,31,31,31,27,26,28,28,29,27,28,25,24,23,22,22,20,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,2022/07/24,14:04:11,"C227220027      ","N227216007      ",1,1,0,1,3,5,5,6,5,5,7,6,7,6,6,6,5,6,5,4,6,5,4,4,5,6,7,6,4,4,4,6,6,3,3,0,3,5,-3,-4,-2,11,-2,22,23,24,24,25,27,26,27,28,27,28,25,26,28,26,25,25,26,26,26,25,24,26,27,26,26,26,25,26,27,26,23,23,24,21,21,21,20,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2022/07/24,14:04:12,"C227220027      ","N227216007      ",1,1,-2,-3,-1,1,4,5,4,4,6,5,6,5,4,4,6,6,5,3,5,5,2,4,3,6,5,5,4,5,7,7,5,5,4,2,3,5,0,-1,2,11,4,29,32,34,35,34,37,34,36,38,37,37,35,35,33,32,35,32,31,34,33,31,30,31,30,31,30,31,31,31,30,31,27,27,28,25,24,24,21,18,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2022/07/24,14:04:12,"C227220027      ","N227216007      ",1,1,8,8,12,13,13,15,12,13,15,14,14,15,15,13,14,13,12,12,14,11,8,11,11,12,11,10,9,10,11,12,11,10,10,7,7,9,2,0,4,18,1,24,26,26,27,27,28,28,27,28,28,28,28,29,27,25,26,25,26,27,27,25,26,25,24,26,25,26,24,25,26,27,25,24,24,22,22,21,20,18,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2022/07/24,14:04:13,"C227220027      ","N227216007      ",1,1,1,1,4,5,7,7,6,7,9,7,10,10,9,8,8,7,7,7,8,6,4,5,6,6,7,5,2,3,4,6,5,2,1,-1,0,3,-4,-5,-2,14,0,25,26,27,28,30,30,30,30,32,31,32,32,32,29,29,30,29,29,31,30,28,28,28,28,30,29,28,27,27,26,28,24,23,23,22,22,21,19,16,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,2022/07/24,14:04:14,"C227220027      ","N227216007      ",1,1,2,2,4,5,8,9,6,7,9,7,8,10,8,8,8,8,7,7,9,7,6,7,8,8,7,7,5,8,9,10,6,6,6,4,5,8,1,1,3,17,7,25,26,25,28,29,30,32,30,32,29,32,31,31,29,29,29,28,27,29,29,27,28,28,27,26,27,29,25,27,27,28,26,26,26,25,22,22,20,17,15,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,2022/07/24,14:04:15,"C227220027      ","N227216007      ",1,1,3,5,5,7,8,9,7,8,10,9,11,9,9,11,11,9,10,6,9,9,6,7,7,9,6,6,6,5,7,7,5,5,4,0,2,4,-3,-3,-1,14,0,20,21,21,22,22,25,22,23,23,24,24,24,21,20,18,19,21,20,20,18,18,18,19,18,20,18,19,20,19,21,21,18,19,17,16,16,16,14,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,2022/07/24,14:04:16,"C227220027      ","N227216007      ",1,1,-5,-5,-3,-1,0,2,1,2,4,1,3,1,1,1,3,1,1,1,2,-1,-2,0,0,1,-1,-1,-3,-2,0,0,-1,-4,-3,-6,-4,-2,-8,-8,-6,7,-3,31,32,32,34,35,36,33,33,40,37,35,34,34,31,33,32,31,31,33,31,28,30,28,28,31,29,29,27,27,28,30,28,27,26,24,24,24,21,19,19,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,2022/07/24,14:04:16,"C227220027      ","N227216007      ",1,1,-1,0,1,1,3,4,1,2,4,3,4,6,4,4,5,5,4,4,6,3,2,2,2,4,3,1,1,3,2,3,2,1,1,-4,0,1,-8,-8,-4,11,-2,25,25,26,27,29,29,27,28,30,29,28,28,28,27,26,27,26,26,28,27,25,28,28,28,29,27,29,27,29,30,30,30,29,30,28,26,26,26,23,16,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,2022/07/24,14:04:17,"C227220027      ","N227216007      ",1,1,-5,-5,-2,-1,0,1,-1,-1,2,1,3,1,1,0,3,0,1,0,1,0,-1,1,-1,2,-1,0,-2,-1,1,1,0,-1,-1,-3,-2,0,-7,-7,-4,8,-2,30,30,31,33,32,34,32,34,33,31,34,32,30,27,27,26,26,26,30,28,22,25,25,27,26,26,30,26,29,28,32,30,28,27,25,25,27,23,19,19,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,2022/07/24,14:04:18,"C227220027      ","N227216007      ",1,1,9,9,10,12,12,14,12,12,13,12,14,14,13,11,14,14,13,11,13,11,8,12,11,12,9,11,8,9,9,9,7,8,6,2,3,5,-1,-3,1,17,3,17,18,19,21,20,23,21,20,22,21,21,19,20,16,18,16,16,17,18,18,16,15,17,16,17,16,17,17,17,20,17,15,17,16,16,15,15,14,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,2022/07/24,14:04:18,"C227220027      ","N227216007      ",1,1,6,7,8,11,11,13,11,12,12,11,13,10,11,10,11,10,11,9,11,8,7,9,9,9,8,8,6,8,8,9,8,8,7,4,4,8,2,0,3,23,6,27,27,27,28,29,29,29,30,31,29,30,29,28,25,25,25,26,26,26,26,23,22,25,22,24,23,25,22,23,23,24,23,24,21,20,19,19,16,15,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,2022/07/24,14:04:20,"C227220027      ","N227216007      ",1,1,4,2,6,7,9,9,7,8,10,8,11,11,11,11,10,10,8,8,10,9,6,7,8,9,9,7,6,4,8,8,7,5,4,2,3,4,-4,-5,0,15,1,24,26,28,26,27,27,29,28,29,28,28,29,26,28,26,26,25,26,26,25,24,23,24,25,26,25,25,22,24,25,23,22,21,21,20,19,19,18,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,2022/07/24,14:04:20,"C227220027      ","N227216007      ",1,1,8,9,9,12,12,14,11,12,14,12,14,13,14,13,13,12,11,11,12,11,8,10,11,10,10,8,7,8,10,10,8,6,5,2,3,5,-2,-4,-1,22,2,20,22,23,22,23,24,24,24,24,24,22,23,23,22,21,20,19,21,23,20,17,20,19,21,21,20,19,20,20,20,21,18,20,19,19,18,17,16,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,2022/07/24,14:04:21,"C227220027      ","N227216007      ",1,1,3,3,4,7,8,10,7,9,11,9,11,12,12,11,11,10,9,9,9,9,7,8,8,8,8,9,6,7,9,9,9,9,7,4,6,7,2,0,3,16,7,28,29,29,30,31,33,31,33,33,33,30,29,32,32,30,31,30,31,30,32,28,29,30,29,30,28,28,30,30,29,28,28,27,27,25,23,24,22,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,2022/07/24,14:04:21,"C227220027      ","N227216007      ",1,1,8,8,10,12,12,14,11,12,14,12,14,14,13,13,14,14,11,11,12,12,9,10,10,12,9,10,8,7,9,10,7,6,5,2,4,5,-1,-4,-2,21,-2,20,22,22,21,23,24,22,25,24,23,23,22,24,21,21,21,22,23,23,21,21,23,23,23,24,22,25,23,24,27,27,24,24,24,24,24,22,21,18,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,2022/07/24,14:04:23,"C227220027      ","N227216007      ",1,1,8,8,8,11,11,12,9,11,13,11,14,13,12,12,12,11,10,11,11,11,8,10,11,11,9,10,8,7,9,9,8,5,4,2,3,5,-2,-4,-1,17,1,21,19,21,23,24,24,23,23,23,24,23,23,23,20,18,21,19,18,21,20,19,18,20,21,22,20,21,20,21,23,24,20,20,19,18,17,16,16,13,14,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,2022/07/24,14:04:23,"C227220027      ","N227216007      ",1,1,0,0,2,4,6,7,4,5,8,5,7,7,7,6,8,7,7,7,8,7,4,7,6,7,5,6,4,5,7,7,7,5,5,2,2,5,-4,-5,0,14,0,25,26,26,27,26,29,28,29,29,29,28,27,28,27,28,27,26,26,27,25,24,25,26,27,29,27,28,28,29,30,27,27,27,26,25,24,25,22,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,2022/07/24,14:04:25,"C227220027      ","N227216007      ",1,1,1,1,3,5,6,8,6,6,7,7,9,8,9,9,9,9,9,8,9,9,7,8,8,8,7,8,7,6,8,7,7,5,5,1,4,5,-3,-3,-1,13,2,24,26,26,28,30,29,29,31,30,30,29,29,29,27,28,27,27,26,27,26,22,23,24,24,24,24,25,23,24,26,26,24,23,23,21,22,21,19,15,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2022/07/24,14:04:25,"C227220027      ","N227216007      ",1,1,6,6,8,10,10,12,11,12,12,12,13,13,12,12,14,13,11,10,12,12,9,11,12,11,10,10,9,10,11,12,11,10,10,6,8,9,1,3,4,18,6,23,26,27,26,26,26,25,25,26,26,26,24,24,24,22,23,23,22,23,23,21,22,22,23,24,24,24,22,23,26,27,24,22,22,22,22,21,21,18,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,2022/07/24,14:04:27,"C227220027      ","N227216007      ",1,1,1,1,2,5,7,6,4,6,6,6,8,8,8,7,9,8,7,6,8,8,5,7,7,8,8,7,5,5,6,7,6,4,4,2,2,5,-3,-5,-1,12,3,26,27,27,28,30,29,30,30,32,32,31,30,30,30,28,27,28,29,29,28,27,27,27,27,27,26,27,25,25,27,30,27,26,28,27,25,24,22,20,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,2022/07/24,14:04:28,"C227220027      ","N227216007      ",1,1,-3,-2,0,1,3,4,2,3,5,4,5,4,5,4,6,4,5,6,5,5,2,5,5,5,4,4,4,4,5,6,5,5,4,1,1,4,-1,-4,0,13,3,26,28,29,30,33,32,29,34,32,32,31,30,31,30,29,28,28,29,28,29,27,28,27,30,31,28,31,31,31,31,31,30,27,28,26,26,25,23,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,2022/07/24,14:04:28,"C227220027      ","N227216007      ",1,1,2,2,4,5,6,7,6,6,7,7,8,8,9,7,8,7,7,7,9,7,4,6,7,7,6,5,2,4,5,6,4,3,3,0,1,3,-5,-6,-3,12,-1,24,26,27,28,28,29,27,28,30,29,29,28,28,26,28,25,26,27,28,27,26,26,27,26,27,26,27,25,27,27,31,28,27,26,27,24,24,24,22,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,2022/07/24,14:04:28,"C227220027      ","N227216007      ",1,1,-5,-5,-3,-3,0,-1,-3,-1,0,-1,0,0,2,0,1,0,0,-1,1,-2,-2,0,0,0,-1,-2,-3,-2,-1,0,1,-1,-2,-4,-2,0,-8,-9,-5,9,-3,30,31,34,33,35,37,35,36,39,37,34,35,35,34,33,34,32,32,36,35,36,33,34,35,38,34,34,33,33,35,41,36,33,35,30,31,29,26,23,19,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2022/07/24,14:04:30,"C227220027      ","N227216007      ",1,1,-1,-1,0,3,3,5,2,4,5,4,5,6,5,5,6,6,4,4,6,5,3,5,4,4,4,4,3,2,2,5,2,1,1,-2,0,0,-7,-7,-4,10,-4,26,27,28,28,29,31,30,29,30,29,30,28,30,27,26,28,27,28,30,27,25,25,25,26,28,26,28,27,27,29,31,29,27,28,25,25,23,23,21,16,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2022/07/24,14:04:31,"C227220027      ","N227216007      ",1,1,10,12,13,16,16,18,13,16,17,16,18,16,18,16,16,16,14,13,15,14,11,14,13,13,11,12,10,10,12,13,12,10,10,5,7,10,2,0,2,23,1,20,20,22,22,23,23,22,23,22,22,21,20,23,18,19,17,18,19,18,19,17,18,19,17,18,19,17,17,18,20,19,18,17,16,15,15,14,12,9,13,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
