"VISION2_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","카메라 종합 결과","평탄도 결과","VISION2_DATA_01","VISION2_DATA_02","VISION2_DATA_03","VISION2_DATA_04","VISION2_DATA_05","VISION2_DATA_06","VISION2_DATA_07","VISION2_DATA_08","VISION2_DATA_09","VISION2_DATA_10","VISION2_DATA_11","VISION2_DATA_12","VISION2_DATA_13","VISION2_DATA_14","VISION2_DATA_15","VISION2_DATA_16","VISION2_DATA_17","VISION2_DATA_18","VISION2_DATA_19","VISION2_DATA_20","VISION2_DATA_21","VISION2_DATA_22","VISION2_DATA_23","VISION2_DATA_24","VISION2_DATA_25","VISION2_DATA_26","VISION2_DATA_27","VISION2_DATA_28","VISION2_DATA_29","VISION2_DATA_30","VISION2_DATA_31","VISION2_DATA_32","VISION2_DATA_33","VISION2_DATA_34","VISION2_DATA_35","VISION2_DATA_36","VISION2_DATA_37","VISION2_DATA_38","VISION2_DATA_39","VISION2_DATA_40","VISION2_DATA_41","VISION2_DATA_42","VISION2_DATA_43","VISION2_DATA_44","VISION2_DATA_45","VISION2_DATA_46","VISION2_DATA_47","VISION2_DATA_48","VISION2_DATA_49","VISION2_DATA_50","VISION2_DATA_51","VISION2_DATA_52","VISION2_DATA_53","VISION2_DATA_54","VISION2_DATA_55","VISION2_DATA_56","VISION2_DATA_57","VISION2_DATA_58","VISION2_DATA_59","VISION2_DATA_60","VISION2_DATA_61","VISION2_DATA_62","VISION2_DATA_63","VISION2_DATA_64","VISION2_DATA_65","VISION2_DATA_66","VISION2_DATA_67","VISION2_DATA_68","VISION2_DATA_69","VISION2_DATA_70","VISION2_DATA_71","VISION2_DATA_72","VISION2_DATA_73","VISION2_DATA_74","VISION2_DATA_75","VISION2_DATA_76","VISION2_DATA_77","VISION2_DATA_78","VISION2_DATA_79","VISION2_DATA_80","VISION2_DATA_81","VISION2_DATA_82","VISION2_DATA_83","VISION2_DATA_84","VISION2_DATA_85","VISION2_DATA_86","VISION2_DATA_87","VISION2_DATA_88","VISION2_DATA_89","VISION2_DATA_90","VISION2_DATA_91","VISION2_DATA_92","VISION2_DATA_93","VISION2_DATA_94","VISION2_DATA_95","VISION2_DATA_96","VISION2_DATA_97","VISION2_DATA_98","VISION2_DATA_99","VISION2_DATA_100","VISION2_DATA_101","VISION2_DATA_102","VISION2_DATA_103","VISION2_DATA_104","VISION2_DATA_105","VISION2_DATA_106","VISION2_DATA_107","VISION2_DATA_108","VISION2_DATA_109","VISION2_DATA_110","VISION2_DATA_111","VISION2_DATA_112","VISION2_DATA_113","VISION2_DATA_114","VISION2_DATA_115","VISION2_DATA_116","VISION2_DATA_117","VISION2_DATA_118","VISION2_DATA_119","VISION2_DATA_120","VISION2_DATA_121","VISION2_DATA_122","VISION2_DATA_123","VISION2_DATA_124","VISION2_DATA_125","VISION2_DATA_126","VISION2_DATA_127","VISION2_DATA_128","VISION2_DATA_129","VISION2_DATA_130","VISION2_DATA_131","VISION2_DATA_132","VISION2_DATA_133","VISION2_DATA_134","VISION2_DATA_135","VISION2_DATA_136","VISION2_DATA_137","VISION2_DATA_138","VISION2_DATA_139","VISION2_DATA_140","VISION2_DATA_141","VISION2_DATA_142","VISION2_DATA_143","VISION2_DATA_144","VISION2_DATA_145","VISION2_DATA_146","VISION2_DATA_147","VISION2_DATA_148","VISION2_DATA_149","VISION2_DATA_150","VISION2_DATA_151","VISION2_DATA_152","VISION2_DATA_153","VISION2_DATA_154","VISION2_DATA_155","VISION2_DATA_156","VISION2_DATA_157","VISION2_DATA_158","VISION2_DATA_159","VISION2_DATA_160","VISION2_DATA_161","VISION2_DATA_162","VISION2_DATA_163","VISION2_DATA_164","VISION2_DATA_165","VISION2_DATA_166","VISION2_DATA_167","VISION2_DATA_168","VISION2_DATA_169","VISION2_DATA_170","VISION2_DATA_171","VISION2_DATA_172","VISION2_DATA_173","VISION2_DATA_174","VISION2_DATA_175","VISION2_DATA_176","VISION2_DATA_177","VISION2_DATA_178","VISION2_DATA_179","VISION2_DATA_180","VISION2_DATA_181","VISION2_DATA_182"
24,2022/07/23,09:52:12,"C227230020      ","N227226025      ",0,0,22,27,30,35,39,44,46,49,52,54,58,59,58,61,61,63,61,65,64,62,64,65,63,64,61,60,61,60,62,61,57,57,52,49,46,45,35,30,33,30,30,38,42,43,50,51,53,58,61,61,67,67,69,69,71,72,73,74,74,75,76,74,76,75,75,75,74,73,73,70,68,70,65,62,61,57,51,47,44,40,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2022/07/23,09:52:13,"C227230020      ","N227226025      ",0,0,32,37,42,49,54,59,60,62,65,68,70,73,74,73,78,78,77,79,79,77,77,79,78,79,77,75,75,73,72,71,67,64,61,56,53,51,42,35,35,32,25,44,48,54,58,62,66,69,70,73,75,78,79,81,79,80,81,83,84,84,83,84,83,84,83,83,80,79,78,75,75,74,69,64,63,59,54,49,44,36,22,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2022/07/23,09:52:13,"C227230020      ","N227226025      ",0,0,32,35,41,46,53,56,57,63,67,66,72,74,74,75,77,78,78,79,80,80,79,82,80,79,79,78,74,72,73,73,70,67,63,59,56,56,45,40,40,37,33,42,50,53,56,60,64,67,69,71,76,77,79,81,81,80,82,82,84,85,85,85,86,86,87,84,83,83,81,79,78,76,75,70,68,64,60,55,51,41,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2022/07/23,09:52:13,"C227230020      ","N227226025      ",0,0,31,35,41,46,51,54,53,59,62,63,66,69,71,73,73,75,75,77,77,75,75,75,76,75,75,73,73,73,73,72,66,64,60,53,53,50,41,36,35,34,29,40,45,47,52,56,58,61,63,66,68,69,71,74,74,72,77,79,79,79,81,81,81,80,80,80,78,77,76,75,75,73,67,63,61,58,53,48,43,37,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2022/07/23,09:52:46,"C227230020      ","N227226025      ",0,0,23,28,31,37,41,47,47,50,54,55,58,58,60,60,63,64,63,64,66,64,62,65,65,64,62,62,61,61,61,61,59,55,53,50,47,45,35,30,32,31,25,37,42,45,49,53,55,57,61,65,66,68,69,71,70,72,72,73,75,76,75,74,76,75,75,75,73,72,69,70,67,67,64,58,56,53,48,44,39,32,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2022/07/23,09:52:46,"C227230020      ","N227226025      ",0,0,28,32,36,43,47,49,50,55,60,60,63,65,69,68,70,70,72,72,72,72,71,72,71,71,69,68,67,67,66,65,62,56,55,51,49,45,36,30,31,29,23,46,52,54,58,63,66,67,72,73,75,78,78,81,80,80,81,80,82,85,83,83,81,83,80,84,82,82,80,76,79,77,74,70,67,64,55,52,47,41,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2022/07/23,09:52:46,"C227230020      ","N227226025      ",0,0,26,30,35,41,46,48,50,53,56,57,60,63,62,63,64,65,66,66,67,67,65,67,69,67,64,63,60,60,61,60,59,55,50,47,46,45,34,29,29,31,22,40,44,47,50,55,57,59,62,64,66,70,70,73,73,73,74,73,74,79,78,74,77,78,76,75,74,74,70,71,69,68,66,60,56,54,49,48,42,37,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2022/07/23,09:52:47,"C227230020      ","N227226025      ",0,0,26,31,35,42,46,50,51,55,59,60,63,69,68,69,70,69,70,72,72,73,71,71,73,71,68,69,66,64,66,65,61,60,56,52,49,47,40,34,32,29,29,38,41,47,50,54,56,59,63,64,69,68,71,74,73,74,76,77,77,79,79,78,79,79,79,80,76,76,74,73,71,72,70,68,65,61,55,52,49,40,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2022/07/23,09:52:47,"C227230020      ","N227226025      ",0,0,24,28,31,38,40,44,42,48,50,51,55,57,58,59,59,62,61,62,62,61,60,63,60,61,59,59,59,59,59,56,52,49,49,42,41,40,31,24,27,24,23,37,41,43,48,54,54,56,59,61,63,63,66,68,66,69,70,72,70,71,70,72,71,70,71,69,68,68,67,65,64,66,61,58,56,53,50,44,41,37,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2022/07/23,09:52:48,"C227230020      ","N227226025      ",0,0,20,23,29,35,38,43,43,46,51,53,55,56,58,60,61,60,61,62,64,63,60,64,63,63,62,58,58,58,58,57,54,52,50,44,46,44,33,26,28,28,21,38,43,44,51,53,54,56,61,65,65,67,67,70,70,71,72,73,75,74,75,75,76,74,74,75,73,73,71,69,68,66,63,59,57,55,49,48,43,35,16,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2022/07/23,09:52:48,"C227230020      ","N227226025      ",0,0,29,33,38,44,49,53,53,58,63,62,65,68,67,67,71,70,71,75,72,72,70,72,72,71,69,68,64,66,63,63,60,55,54,49,47,46,35,29,32,33,19,38,44,46,50,55,58,61,63,66,69,71,73,74,76,75,77,79,82,78,79,76,80,80,80,79,77,77,70,72,69,67,64,62,59,55,51,47,42,33,15,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2022/07/23,09:52:48,"C227230020      ","N227226025      ",0,0,18,22,26,32,36,39,40,42,47,50,48,54,56,56,57,58,58,59,61,60,59,62,58,59,60,59,55,56,55,55,49,47,44,38,37,36,26,19,21,19,15,36,38,43,49,51,54,57,59,61,63,65,66,67,67,68,70,69,72,72,73,73,74,73,74,74,70,70,69,68,67,66,65,62,60,55,52,46,41,36,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2022/07/23,09:52:49,"C227230020      ","N227226025      ",0,0,21,25,29,33,38,41,42,46,50,50,52,51,53,53,54,53,56,55,56,52,52,54,55,53,51,52,48,47,48,46,43,41,39,36,34,33,20,19,20,29,16,40,48,45,51,53,56,58,61,64,65,66,66,68,70,69,71,70,70,73,73,71,73,71,70,70,69,68,65,65,65,67,62,58,54,51,48,43,39,33,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2022/07/23,09:52:49,"C227230020      ","N227226025      ",0,0,24,28,32,36,42,46,45,50,52,54,55,58,58,55,59,59,58,61,61,59,58,58,60,61,57,57,53,51,52,52,49,47,44,39,40,40,28,25,25,30,19,36,38,41,47,49,51,51,54,58,60,60,59,62,63,64,65,64,64,65,65,64,66,64,63,63,59,61,59,59,58,57,54,52,52,49,43,39,37,30,16,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2022/07/23,09:52:50,"C227230020      ","N227226025      ",1,1,22,27,32,36,40,44,44,47,51,52,55,56,54,59,57,60,58,59,61,59,59,59,58,59,54,56,56,53,54,52,52,49,46,43,42,43,32,27,27,34,21,31,35,39,42,45,47,50,53,56,57,59,60,63,62,63,65,66,64,65,64,62,65,65,64,64,61,61,57,58,57,55,54,48,49,45,39,34,31,23,14,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2022/07/23,09:52:50,"C227230020      ","N227226025      ",0,0,27,32,36,42,45,49,49,53,56,56,58,62,64,63,66,66,65,69,68,67,67,67,69,67,64,65,63,63,62,62,57,53,53,48,47,44,33,29,30,28,21,40,44,48,52,56,58,60,64,66,68,69,70,73,73,72,75,76,79,78,79,77,76,77,76,78,76,72,73,72,72,72,67,65,64,59,55,50,47,40,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2022/07/23,09:52:51,"C227230020      ","N227226025      ",0,0,26,31,33,38,43,46,47,50,54,55,57,60,62,59,61,62,63,63,64,62,61,63,61,62,58,59,57,54,54,54,52,51,46,42,41,39,32,25,27,33,23,34,39,43,45,48,51,53,57,58,61,62,64,66,66,65,67,68,69,70,71,66,68,68,67,68,65,66,61,60,62,62,59,57,51,50,46,45,40,33,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2022/07/23,09:52:51,"C227230020      ","N227226025      ",1,1,25,28,33,36,40,44,42,45,50,49,53,54,56,56,58,59,60,61,59,59,58,59,60,60,57,57,55,56,58,55,51,48,44,39,39,41,31,27,28,29,22,33,37,41,45,46,49,51,56,58,59,60,62,64,62,64,65,68,67,69,66,68,68,68,68,67,64,64,63,62,60,60,56,51,51,45,43,40,37,31,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2022/07/23,09:52:51,"C227230020      ","N227226025      ",0,0,25,29,34,40,45,48,48,50,56,55,61,62,62,61,63,63,63,63,65,65,61,64,63,63,60,60,59,59,58,58,55,50,49,45,44,41,32,30,27,36,25,37,40,44,48,51,54,56,58,63,66,66,66,71,70,73,73,74,74,74,74,75,77,76,74,74,72,71,71,70,67,68,64,60,56,55,49,46,41,36,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2022/07/23,09:52:52,"C227230020      ","N227226025      ",0,0,35,40,46,51,55,58,59,61,67,67,69,72,74,73,76,76,77,77,76,76,74,75,74,74,74,73,66,67,69,67,62,61,56,51,50,46,36,32,31,37,21,41,46,50,54,59,61,63,65,69,69,70,73,73,75,74,76,78,77,78,78,76,77,76,74,74,71,70,68,67,67,65,61,59,56,52,47,43,39,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2022/07/23,09:52:52,"C227230020      ","N227226025      ",1,1,21,24,28,34,38,42,42,46,49,51,53,55,56,56,56,57,57,57,58,56,54,58,58,56,53,52,51,49,49,48,47,44,43,38,38,36,24,22,23,25,21,39,41,44,48,52,53,54,58,61,60,63,64,66,65,67,68,69,70,69,70,67,70,69,68,68,67,66,64,64,64,63,61,57,57,52,47,43,40,35,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2022/07/23,09:52:52,"C227230020      ","N227226025      ",0,0,17,19,23,30,32,37,34,40,43,45,47,49,50,50,53,53,54,55,54,53,52,55,54,57,54,50,49,52,51,52,46,45,40,37,38,38,30,25,26,27,22,34,39,42,47,51,54,57,56,60,61,62,64,64,64,67,67,70,69,71,69,69,69,71,68,71,67,67,65,66,65,63,59,53,51,48,45,42,38,32,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2022/07/23,09:52:53,"C227230020      ","N227226025      ",1,1,26,29,33,39,43,47,46,50,55,56,58,59,61,60,61,62,62,63,65,64,63,63,63,65,60,59,59,57,55,57,53,52,50,48,44,45,34,32,30,36,28,34,37,40,44,47,50,52,55,58,60,62,64,65,65,64,64,66,68,68,66,67,68,67,65,66,66,65,63,63,62,61,60,55,54,50,48,43,38,34,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2022/07/23,09:52:53,"C227230020      ","N227226025      ",0,0,29,32,38,43,47,50,50,53,58,58,60,63,65,65,67,66,69,69,68,67,64,67,67,67,64,64,62,61,64,62,58,53,52,49,46,44,36,31,32,29,24,41,44,46,50,54,56,58,61,64,65,65,67,67,68,69,70,71,70,70,69,70,72,70,70,68,65,67,66,63,62,62,58,55,52,50,45,41,37,33,18,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2022/07/23,09:52:53,"C227230020      ","N227226025      ",0,0,25,26,31,38,43,46,47,50,56,54,58,59,62,61,62,61,65,62,65,66,65,63,63,64,62,62,58,58,59,59,56,54,51,45,46,46,34,29,32,28,28,38,42,44,48,50,53,55,59,60,61,64,66,66,66,66,67,69,71,71,71,68,70,71,71,69,67,67,65,66,63,62,61,57,56,50,49,45,43,33,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2022/07/23,09:52:54,"C227230020      ","N227226025      ",1,1,25,29,32,38,41,46,43,46,50,51,54,53,57,56,60,58,58,61,60,57,57,56,58,60,55,52,53,50,53,50,46,42,39,34,34,33,26,23,22,29,17,33,37,40,45,49,51,52,55,58,58,58,60,62,63,64,61,64,65,65,64,66,61,65,64,63,60,58,56,57,57,58,52,49,47,44,41,37,33,28,10,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2022/07/23,09:52:54,"C227230020      ","N227226025      ",1,1,23,28,32,37,40,44,45,49,52,53,57,57,57,56,58,57,59,61,60,58,56,59,57,54,53,51,50,50,48,49,45,43,41,37,35,35,24,22,20,33,13,36,42,44,48,52,54,57,59,62,66,66,67,69,68,68,69,69,68,68,68,67,68,67,66,66,64,63,62,60,59,56,55,52,50,48,43,38,33,29,20,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2022/07/23,09:52:54,"C227230020      ","N227226025      ",0,0,28,34,39,43,46,51,50,53,56,56,60,61,63,64,65,65,66,67,65,65,63,67,67,64,63,63,62,60,61,61,57,53,52,47,49,47,36,33,34,31,25,38,42,45,49,52,53,55,58,59,60,62,62,64,63,63,65,66,65,66,67,66,66,64,65,64,61,62,61,58,58,58,55,51,50,45,41,35,33,27,17,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2022/07/23,09:52:55,"C227230020      ","N227226025      ",1,1,24,29,33,39,42,48,47,52,55,56,56,62,62,60,62,62,62,64,64,63,62,62,65,64,60,61,55,56,57,58,56,51,47,45,43,43,31,26,26,31,24,37,40,44,46,50,50,52,55,58,60,61,62,63,66,65,66,67,66,69,67,66,69,68,68,67,66,66,64,63,62,61,57,56,55,50,46,44,40,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
